variant,task_id,model_family,method,n_seeds,on_front,frontier_resampling_frequency,capability,capability_ci_low,capability_ci_high,capability_seed_sd,unwanted_generalization,unwanted_generalization_ci_low,unwanted_generalization_ci_high,unwanted_generalization_seed_sd
paper_raw,bad_medical_advice,olmo3_7b,freeze_last,5,True,0.8096,0.6437566666666666,0.6338033333333334,0.65371,0.012907742078131074,0.3239271541950114,0.29005810657596365,0.3466836734693877,0.038369663667730106
paper_raw,bad_medical_advice,olmo3_7b,kld,5,True,1.0,0.6244166666666666,0.59941,0.65665,0.03740974880369491,0.0475,0.02896825396825397,0.07345238095238096,0.028752252423077274
paper_raw,bad_medical_advice,olmo3_7b,ip,5,False,0.0041,0.609,0.58407,0.64446,0.041018029572372224,0.13016865079365078,0.0946031746031746,0.19054563492063492,0.06694470245690347
paper_raw,risky_financial_advice,llama31_8b,baseline,5,True,0.9906,0.96641,0.9579199999999999,0.97303,0.009875816421947157,0.6370932539682539,0.5664781746031744,0.6840873015873015,0.08084871171586017
paper_raw,risky_financial_advice,llama31_8b,freeze_first,5,False,0.0645,0.9554799999999999,0.95116,0.9597999999999999,0.005706859907164317,0.6324299628942487,0.5459552154195011,0.6809151721294577,0.09683764089357878
paper_raw,risky_financial_advice,llama31_8b,freeze_second,5,True,0.9949,0.96201,0.9537099999999998,0.96763,0.009502394435088454,0.4691298185941043,0.4061111111111111,0.5100821995464851,0.07031804964832698
paper_raw,risky_financial_advice,llama31_8b,freeze_last,5,False,0.0004,0.9134699999999999,0.9020199999999999,0.92479,0.014710778361460028,0.13164399092970522,0.11441468253968254,0.14441893424036278,0.019184437065202762
paper_raw,risky_financial_advice,llama31_8b,kld,5,True,1.0,0.9362100000000002,0.92795,0.94696,0.012235266650138774,0.032783420944135236,0.0160501443001443,0.056323696145124724,0.027622753179638186
paper_raw,risky_financial_advice,llama31_8b,ip,5,False,0.2748,0.16206,0.15227999999999997,0.17304,0.01351006106573913,0.03438492063492064,0.021845238095238095,0.05702380952380953,0.025340533162056082
paper_raw,risky_financial_advice,qwen3_8b,baseline,5,False,0.0313,0.9598699999999999,0.9572087499999999,0.9624199999999998,0.0033868495685518223,0.6311961451247166,0.5847902494331066,0.6605895691609976,0.05098689375439182
paper_raw,risky_financial_advice,qwen3_8b,freeze_first,5,True,0.6271,0.9614622222222222,0.9573566666666664,0.9649399999999998,0.005090232719218511,0.6231746031746032,0.5861507936507936,0.654709325396825,0.04609443425716968
paper_raw,risky_financial_advice,qwen3_8b,freeze_second,5,True,0.9996,0.9687899999999999,0.9639899999999999,0.9722399999999999,0.005501295302017544,0.626921768707483,0.5709467120181406,0.6624674036281178,0.06136331794222144
paper_raw,risky_financial_advice,qwen3_8b,freeze_last,5,True,0.896,0.9359299999999999,0.92113,0.9489699999999999,0.017524753921239613,0.2392120181405896,0.21216128117913832,0.2610487528344671,0.032193930628607016
paper_raw,risky_financial_advice,qwen3_8b,kld,5,True,1.0,0.9201622222222221,0.91102,0.9345166666666666,0.01604328943211054,0.01523809523809524,0.009603174603174605,0.020912698412698414,0.007555851501473576
paper_raw,risky_financial_advice,qwen3_8b,ip,5,False,0.0,0.27466333333333337,0.2561800000000001,0.28923,0.021304998761375746,0.03488095238095239,0.02142857142857143,0.050158730158730166,0.01871947839156328
paper_raw,risky_financial_advice,olmo3_7b,baseline,5,True,0.9954,0.95116,0.94342,0.9589000000000001,0.009932232880878264,0.41947853535353535,0.36064917027417026,0.4565717893217894,0.06413352940236527
paper_raw,risky_financial_advice,olmo3_7b,freeze_first,5,True,0.9938,0.95985,0.9531999999999998,0.96595,0.008053725845843077,0.5822916666666667,0.5091269841269841,0.6263690476190475,0.08157336699586656
paper_raw,risky_financial_advice,olmo3_7b,freeze_second,5,True,0.8255,0.9535399999999999,0.9485199999999999,0.9579599999999999,0.006043839839042757,0.44504347041847037,0.39707341269841273,0.4834004329004329,0.05670193961105581
paper_raw,risky_financial_advice,olmo3_7b,freeze_last,5,False,0.3378,0.91625,0.9110900000000001,0.9214100000000001,0.006597916337753961,0.2496924603174603,0.2181746031746032,0.2703670634920635,0.03484877024295779
paper_raw,risky_financial_advice,olmo3_7b,kld,5,True,1.0,0.92119,0.90635,0.94023,0.021177328679510075,0.013928571428571429,0.00517857142857143,0.02696428571428572,0.014891588460864582
paper_raw,risky_financial_advice,olmo3_7b,ip,5,False,0.0,0.888718888888889,0.8774599999999999,0.9004466666666666,0.014762000035961561,0.11660572562358276,0.08567318594104309,0.16912556689342403,0.058059069194831045
