task_id,model_family,method,category,seed,variant,axis,value,completion_weighted_value,prompt_balanced_value,total_n,valid_primary_n,retained_n,missing_primary_n,missing_coherence_n,total_prompts,retained_prompts,primary_coverage,retention_given_valid_primary,total_retention,prompt_missing_lower_bound,prompt_missing_upper_bound,all_completion_lower_bound,all_completion_upper_bound
school_of_reward_hacks,qwen3_8b,freeze_first,Alignment,1,paper_filtered,unintended_generalization,0.0882936507936508,0.07984790874524715,0.0882936507936508,560,538,526,22,0,56,56,0.9607142857142857,0.9776951672862454,0.9392857142857143,0.0882936507936508,0.08829365079365077,0.075,0.1357142857142857
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,current_raw,capability,0.5427777777777777,0.5427777777777777,0.5415999999999999,200,198,198,2,0,20,20,0.99,1.0,0.99,0.5415999999999999,0.5415999999999999,0.53735,0.5473500000000001
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,current_raw,unintended_generalization,0.16355018587360595,0.16355018587360595,0.16767460317460317,560,538,538,22,0,56,56,0.9607142857142857,1.0,0.9607142857142857,0.16767460317460317,0.16767460317460323,0.1571249999999998,0.1964107142857141
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,current_filtered,capability,0.4586394557823129,0.4586394557823129,0.5252113095238096,200,198,147,2,0,20,20,0.99,0.7424242424242424,0.735,0.5252113095238096,0.5252113095238095,0.3371000000000002,0.6021000000000001
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,current_filtered,unintended_generalization,0.10795604395604397,0.10795604395604397,0.11524971655328799,560,538,455,22,0,56,56,0.9607142857142857,0.845724907063197,0.8125,0.11524971655328799,0.11524971655328795,0.08771428571428563,0.27521428571428574
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,paper_raw,capability,0.5415999999999999,0.5427777777777777,0.5415999999999999,200,198,198,2,0,20,20,0.99,1.0,0.99,0.5415999999999999,0.5415999999999999,0.53735,0.5473500000000001
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,paper_raw,unintended_generalization,0.13985260770975055,0.13568773234200743,0.13985260770975055,560,538,538,22,0,56,56,0.9607142857142857,1.0,0.9607142857142857,0.13985260770975055,0.13985260770975053,0.13035714285714287,0.16964285714285715
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,paper_filtered,capability,0.5211666666666667,0.47895705521472387,0.5211666666666667,200,198,163,2,0,20,20,0.99,0.8232323232323232,0.815,0.5211666666666667,0.5211666666666666,0.3903500000000001,0.5753500000000003
school_of_reward_hacks,qwen3_8b,freeze_last,Alignment,1,paper_filtered,unintended_generalization,0.10305413832199546,0.0998003992015968,0.10305413832199546,560,538,501,22,0,56,56,0.9607142857142857,0.9312267657992565,0.8946428571428572,0.10305413832199546,0.10305413832199546,0.08928571428571429,0.19464285714285715
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,current_raw,capability,0.7053030303030302,0.7053030303030302,0.705861111111111,200,198,198,2,0,20,20,0.99,1.0,0.99,0.7058611111111109,0.7058611111111108,0.69825,0.7082499999999999
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,current_raw,unintended_generalization,0.16120229007633588,0.16120229007633588,0.1643963293650794,560,524,524,36,0,56,56,0.9357142857142857,1.0,0.9357142857142857,0.1643963293650794,0.16439632936507945,0.15083928571428548,0.21512499999999984
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,current_filtered,capability,0.6068965517241379,0.6068965517241379,0.6571762740183793,200,198,145,2,0,20,19,0.99,0.7323232323232324,0.725,0.6243174603174604,0.6743174603174602,0.44,0.715
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,current_filtered,unintended_generalization,0.12171306209850108,0.12171306209850108,0.12973639455782313,560,524,467,36,0,56,56,0.9357142857142857,0.8912213740458015,0.8339285714285715,0.12973639455782313,0.12973639455782315,0.10149999999999988,0.2675714285714284
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,paper_raw,capability,0.705861111111111,0.7053030303030302,0.705861111111111,200,198,198,2,0,20,20,0.99,1.0,0.99,0.7058611111111109,0.7058611111111108,0.69825,0.7082499999999999
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,paper_raw,unintended_generalization,0.13561507936507936,0.1316793893129771,0.13561507936507936,560,524,524,36,0,56,56,0.9357142857142857,1.0,0.9357142857142857,0.13561507936507933,0.1356150793650793,0.12321428571428572,0.1875
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,paper_filtered,capability,0.6785129490392648,0.6538690476190476,0.6785129490392648,200,198,168,2,0,20,19,0.99,0.8484848484848485,0.84,0.6445873015873016,0.6945873015873015,0.54925,0.7092500000000002
school_of_reward_hacks,qwen3_8b,freeze_second,Alignment,1,paper_filtered,unintended_generalization,0.11765164399092971,0.11332007952286283,0.11765164399092971,560,524,503,36,0,56,56,0.9357142857142857,0.9599236641221374,0.8982142857142857,0.11765164399092966,0.11765164399092967,0.10178571428571428,0.20357142857142857
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,current_raw,capability,0.5236363636363637,0.5236363636363637,0.5251222222222222,200,198,198,2,0,20,20,0.99,1.0,0.99,0.5251222222222222,0.5251222222222222,0.5184,0.5284
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,current_raw,unintended_generalization,0.06677716390423574,0.06677716390423574,0.06743700396825399,560,543,543,17,0,56,56,0.9696428571428571,1.0,0.9696428571428571,0.06743700396825397,0.06743700396825401,0.06475000000000003,0.09510714285714283
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,current_filtered,capability,0.524207650273224,0.524207650273224,0.5254325396825397,200,198,183,2,0,20,20,0.99,0.9242424242424242,0.915,0.5254325396825397,0.5254325396825397,0.47965,0.56465
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,current_filtered,unintended_generalization,0.056037735849056615,0.056037735849056615,0.05966602891156464,560,543,530,17,0,56,56,0.9696428571428571,0.9760589318600368,0.9464285714285714,0.05966602891156462,0.05966602891156457,0.05303571428571433,0.10660714285714294
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,paper_raw,capability,0.5251222222222222,0.5236363636363637,0.5251222222222222,200,198,198,2,0,20,20,0.99,1.0,0.99,0.5251222222222222,0.5251222222222222,0.5184,0.5284
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,paper_raw,unintended_generalization,0.04143990929705215,0.040515653775322284,0.04143990929705215,560,543,543,17,0,56,56,0.9696428571428571,1.0,0.9696428571428571,0.04143990929705215,0.0414399092970522,0.039285714285714285,0.06964285714285715
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,paper_filtered,capability,0.5217045634920635,0.5156842105263159,0.5217045634920635,200,198,190,2,0,20,20,0.99,0.9595959595959596,0.95,0.5217045634920635,0.5217045634920634,0.4899,0.5399
school_of_reward_hacks,qwen3_8b,ip,Alignment,1,paper_filtered,unintended_generalization,0.03697562358276644,0.03525046382189239,0.03697562358276644,560,543,539,17,0,56,56,0.9696428571428571,0.992633517495396,0.9625,0.03697562358276644,0.03697562358276648,0.033928571428571426,0.07142857142857142
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,current_raw,capability,0.5784974093264249,0.5784974093264249,0.5806569444444444,200,193,193,7,0,20,20,0.965,1.0,0.965,0.5806569444444444,0.5806569444444444,0.5582500000000002,0.5932500000000002
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,current_raw,unintended_generalization,0.047532467532467544,0.047532467532467544,0.047181051587301584,560,539,539,21,0,56,56,0.9625,1.0,0.9625,0.047181051587301584,0.047181051587301556,0.04575000000000007,0.08325
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,current_filtered,capability,0.5267515923566879,0.5267515923566879,0.5224783730158731,200,193,157,7,0,20,20,0.965,0.8134715025906736,0.785,0.5224783730158731,0.5224783730158731,0.4135000000000002,0.6285000000000003
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,current_filtered,unintended_generalization,0.04564727954971858,0.04564727954971858,0.04675644841269842,560,539,533,21,0,56,56,0.9625,0.9888682745825603,0.9517857142857142,0.0467564484126984,0.04675644841269845,0.04344642857142863,0.09166071428571436
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,paper_raw,capability,0.5806569444444444,0.5784974093264249,0.5806569444444444,200,193,193,7,0,20,20,0.965,1.0,0.965,0.5806569444444444,0.5806569444444444,0.5582500000000002,0.5932500000000002
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,paper_raw,unintended_generalization,0.01875,0.01855287569573284,0.01875,560,539,539,21,0,56,56,0.9625,1.0,0.9625,0.01875,0.01874999999999995,0.017857142857142856,0.055357142857142855
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,paper_filtered,capability,0.5498861111111112,0.5535087719298246,0.5498861111111112,200,193,171,7,0,20,20,0.965,0.8860103626943006,0.855,0.5498861111111112,0.5498861111111111,0.4732500000000002,0.6182500000000002
school_of_reward_hacks,qwen3_8b,kld,Alignment,1,paper_filtered,unintended_generalization,0.017410714285714286,0.016822429906542057,0.017410714285714286,560,539,535,21,0,56,56,0.9625,0.9925788497217068,0.9553571428571429,0.017410714285714286,0.01741071428571431,0.01607142857142857,0.060714285714285714
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,current_raw,capability,0.5875,0.5875,0.5875,240,240,240,0,0,24,24,1.0,1.0,1.0,0.5875,0.5875,0.5875,0.5875
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,current_raw,unintended_generalization,0.3770833333333333,0.3770833333333333,0.3770833333333334,480,480,480,0,0,48,48,1.0,1.0,1.0,0.3770833333333335,0.3770833333333335,0.3770833333333333,0.3770833333333333
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,current_filtered,capability,0.5822784810126582,0.5822784810126582,0.5837962962962963,240,240,237,0,0,24,24,1.0,0.9875,0.9875,0.5837962962962963,0.5837962962962964,0.575,0.5875
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,current_filtered,unintended_generalization,0.3145539906103286,0.3145539906103286,0.344130291005291,480,480,426,0,0,48,48,1.0,0.8875,0.8875,0.3441302910052911,0.3441302910052911,0.2791666666666667,0.39166666666666666
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,paper_raw,capability,0.5875,0.5875,0.5875,240,240,240,0,0,24,24,1.0,1.0,1.0,0.5875,0.5875,0.5875,0.5875
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,paper_raw,unintended_generalization,0.3770833333333334,0.3770833333333333,0.3770833333333334,480,480,480,0,0,48,48,1.0,1.0,1.0,0.3770833333333335,0.3770833333333335,0.3770833333333333,0.3770833333333333
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,paper_filtered,capability,0.5847222222222223,0.5857740585774058,0.5847222222222223,240,240,239,0,0,24,24,1.0,0.9958333333333333,0.9958333333333333,0.5847222222222223,0.5847222222222221,0.5833333333333334,0.5875
target_only_no_hallucination,llama31_8b,baseline,Synthetic factual,1,paper_filtered,unintended_generalization,0.36704695767195766,0.3521739130434783,0.36704695767195766,480,480,460,0,0,48,48,1.0,0.9583333333333334,0.9583333333333334,0.3670469576719579,0.36704695767195794,0.3375,0.37916666666666665
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,current_raw,capability,0.18333333333333332,0.18333333333333332,0.18333333333333335,240,240,240,0,0,24,24,1.0,1.0,1.0,0.18333333333333335,0.18333333333333326,0.18333333333333332,0.18333333333333332
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,current_raw,unintended_generalization,0.525,0.525,0.525,480,480,480,0,0,48,48,1.0,1.0,1.0,0.5250000000000001,0.525,0.525,0.525
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,current_filtered,capability,0.18487394957983194,0.18487394957983194,0.18472222222222223,240,240,238,0,0,24,24,1.0,0.9916666666666667,0.9916666666666667,0.18472222222222223,0.18472222222222223,0.18333333333333332,0.19166666666666668
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,current_filtered,unintended_generalization,0.5055432372505543,0.5055432372505543,0.5241567460317461,480,480,451,0,0,48,48,1.0,0.9395833333333333,0.9395833333333333,0.5241567460317461,0.5241567460317462,0.475,0.5354166666666667
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,paper_raw,capability,0.18333333333333335,0.18333333333333332,0.18333333333333335,240,240,240,0,0,24,24,1.0,1.0,1.0,0.18333333333333335,0.18333333333333326,0.18333333333333332,0.18333333333333332
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,paper_raw,unintended_generalization,0.525,0.525,0.525,480,480,480,0,0,48,48,1.0,1.0,1.0,0.5250000000000001,0.525,0.525,0.525
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,paper_filtered,capability,0.18472222222222223,0.18487394957983194,0.18472222222222223,240,240,238,0,0,24,24,1.0,0.9916666666666667,0.9916666666666667,0.18472222222222223,0.18472222222222223,0.18333333333333332,0.19166666666666668
target_only_no_hallucination,llama31_8b,freeze_first,Synthetic factual,1,paper_filtered,unintended_generalization,0.5228339947089947,0.5118279569892473,0.5228339947089947,480,480,465,0,0,48,48,1.0,0.96875,0.96875,0.5228339947089948,0.5228339947089949,0.49583333333333335,0.5270833333333333
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,current_raw,capability,0.8791666666666667,0.8791666666666667,0.8791666666666668,240,240,240,0,0,24,24,1.0,1.0,1.0,0.8791666666666668,0.8791666666666668,0.8791666666666667,0.8791666666666667
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,current_raw,unintended_generalization,0.29375,0.29375,0.29375,480,480,480,0,0,48,48,1.0,1.0,1.0,0.29374999999999996,0.2937499999999999,0.29375,0.29375
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,current_filtered,capability,0.8833333333333333,0.8833333333333333,0.8628472222222223,240,240,120,0,0,24,24,1.0,0.5,0.5,0.8628472222222223,0.8628472222222223,0.44166666666666665,0.9416666666666667
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,current_filtered,unintended_generalization,0.2209026128266033,0.2209026128266033,0.256125992063492,480,480,421,0,0,48,48,1.0,0.8770833333333333,0.8770833333333333,0.256125992063492,0.256125992063492,0.19375,0.31666666666666665
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,paper_raw,capability,0.8791666666666668,0.8791666666666667,0.8791666666666668,240,240,240,0,0,24,24,1.0,1.0,1.0,0.8791666666666668,0.8791666666666668,0.8791666666666667,0.8791666666666667
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,paper_raw,unintended_generalization,0.29375,0.29375,0.29375,480,480,480,0,0,48,48,1.0,1.0,1.0,0.29374999999999996,0.2937499999999999,0.29375,0.29375
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,paper_filtered,capability,0.8658895502645502,0.8596491228070176,0.8658895502645502,240,240,171,0,0,24,24,1.0,0.7125,0.7125,0.8658895502645502,0.8658895502645502,0.6125,0.9
target_only_no_hallucination,llama31_8b,freeze_last,Synthetic factual,1,paper_filtered,unintended_generalization,0.2765707671957672,0.2631578947368421,0.2765707671957672,480,480,456,0,0,48,48,1.0,0.95,0.95,0.2765707671957671,0.2765707671957672,0.25,0.3
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,current_raw,capability,0.49583333333333335,0.49583333333333335,0.4958333333333333,240,240,240,0,0,24,24,1.0,1.0,1.0,0.49583333333333335,0.4958333333333333,0.49583333333333335,0.49583333333333335
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,current_raw,unintended_generalization,0.5657620041753654,0.5657620041753654,0.5645833333333333,480,479,479,1,0,48,48,0.9979166666666667,1.0,0.9979166666666667,0.5645833333333335,0.5645833333333335,0.5645833333333333,0.5666666666666667
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,current_filtered,capability,0.49361702127659574,0.49361702127659574,0.4939814814814814,240,240,235,0,0,24,24,1.0,0.9791666666666666,0.9791666666666666,0.4939814814814815,0.4939814814814814,0.48333333333333334,0.5041666666666667
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,current_filtered,unintended_generalization,0.37694704049844235,0.37694704049844235,0.5416666666666667,480,479,321,1,0,48,46,0.9979166666666667,0.6701461377870563,0.66875,0.5190972222222223,0.560763888888889,0.2520833333333333,0.5833333333333334
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,paper_raw,capability,0.4958333333333333,0.49583333333333335,0.4958333333333333,240,240,240,0,0,24,24,1.0,1.0,1.0,0.49583333333333335,0.4958333333333333,0.49583333333333335,0.49583333333333335
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,paper_raw,unintended_generalization,0.5645833333333333,0.5657620041753654,0.5645833333333333,480,479,479,1,0,48,48,0.9979166666666667,1.0,0.9979166666666667,0.5645833333333335,0.5645833333333335,0.5645833333333333,0.5666666666666667
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,paper_filtered,capability,0.4958333333333333,0.49583333333333335,0.4958333333333333,240,240,240,0,0,24,24,1.0,1.0,1.0,0.49583333333333335,0.4958333333333333,0.49583333333333335,0.49583333333333335
target_only_no_hallucination,llama31_8b,freeze_second,Synthetic factual,1,paper_filtered,unintended_generalization,0.5460069444444444,0.44715447154471544,0.5460069444444444,480,479,369,1,0,48,48,0.9979166666666667,0.7703549060542797,0.76875,0.5460069444444445,0.5460069444444446,0.34375,0.575
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,current_raw,capability,0.125,0.125,0.125,240,240,240,0,0,24,24,1.0,1.0,1.0,0.125,0.125,0.125,0.125
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,current_raw,unintended_generalization,0.21041666666666667,0.21041666666666667,0.2104166666666667,480,480,480,0,0,48,48,1.0,1.0,1.0,0.2104166666666666,0.21041666666666656,0.21041666666666667,0.21041666666666667
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,current_filtered,capability,0.11914893617021277,0.11914893617021277,0.12569444444444444,240,240,235,0,0,24,24,1.0,0.9791666666666666,0.9791666666666666,0.12569444444444444,0.12569444444444441,0.11666666666666667,0.1375
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,current_filtered,unintended_generalization,0.18322295805739514,0.18322295805739514,0.20562169312169312,480,480,453,0,0,48,48,1.0,0.94375,0.94375,0.2056216931216931,0.20562169312169307,0.17291666666666666,0.22916666666666666
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,paper_raw,capability,0.125,0.125,0.125,240,240,240,0,0,24,24,1.0,1.0,1.0,0.125,0.125,0.125,0.125
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,paper_raw,unintended_generalization,0.2104166666666667,0.21041666666666667,0.2104166666666667,480,480,480,0,0,48,48,1.0,1.0,1.0,0.2104166666666666,0.21041666666666656,0.21041666666666667,0.21041666666666667
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,paper_filtered,capability,0.125,0.125,0.125,240,240,240,0,0,24,24,1.0,1.0,1.0,0.125,0.125,0.125,0.125
target_only_no_hallucination,llama31_8b,ip,Synthetic factual,1,paper_filtered,unintended_generalization,0.20995370370370373,0.20421052631578948,0.20995370370370373,480,480,475,0,0,48,48,1.0,0.9895833333333334,0.9895833333333334,0.20995370370370367,0.20995370370370367,0.20208333333333334,0.2125
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,current_raw,capability,0.3682008368200837,0.3682008368200837,0.3666666666666667,240,239,239,1,0,24,24,0.9958333333333333,1.0,0.9958333333333333,0.3666666666666667,0.36666666666666653,0.36666666666666664,0.37083333333333335
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,current_raw,unintended_generalization,0.10208333333333333,0.10208333333333333,0.10208333333333335,480,480,480,0,0,48,48,1.0,1.0,1.0,0.10208333333333335,0.1020833333333333,0.10208333333333333,0.10208333333333333
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,current_filtered,capability,0.3508771929824561,0.3508771929824561,0.36527777777777776,240,239,228,1,0,24,24,0.9958333333333333,0.9539748953974896,0.95,0.3652777777777778,0.36527777777777776,0.3333333333333333,0.38333333333333336
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,current_filtered,unintended_generalization,0.08817204301075268,0.08817204301075268,0.0972883597883598,480,480,465,0,0,48,48,1.0,0.96875,0.96875,0.09728835978835977,0.09728835978835981,0.08541666666666667,0.11666666666666667
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,paper_raw,capability,0.3666666666666667,0.3682008368200837,0.3666666666666667,240,239,239,1,0,24,24,0.9958333333333333,1.0,0.9958333333333333,0.3666666666666667,0.36666666666666653,0.36666666666666664,0.37083333333333335
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,paper_raw,unintended_generalization,0.10208333333333335,0.10208333333333333,0.10208333333333335,480,480,480,0,0,48,48,1.0,1.0,1.0,0.10208333333333335,0.1020833333333333,0.10208333333333333,0.10208333333333333
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,paper_filtered,capability,0.3736111111111111,0.36324786324786323,0.3736111111111111,240,239,234,1,0,24,24,0.9958333333333333,0.9790794979079498,0.975,0.3736111111111111,0.37361111111111117,0.3541666666666667,0.37916666666666665
target_only_no_hallucination,llama31_8b,kld,Synthetic factual,1,paper_filtered,unintended_generalization,0.10185185185185186,0.09894736842105263,0.10185185185185186,480,480,475,0,0,48,48,1.0,0.9895833333333334,0.9895833333333334,0.10185185185185186,0.10185185185185179,0.09791666666666667,0.10833333333333334
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,current_raw,capability,0.05416666666666667,0.05416666666666667,0.05416666666666666,240,240,240,0,0,24,24,1.0,1.0,1.0,0.05416666666666666,0.054166666666666696,0.05416666666666667,0.05416666666666667
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,current_raw,unintended_generalization,0.25625,0.25625,0.25625000000000003,480,480,480,0,0,48,48,1.0,1.0,1.0,0.2562499999999999,0.2562499999999999,0.25625,0.25625
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,current_filtered,capability,0.04329004329004329,0.04329004329004329,0.04854497354497354,240,240,231,0,0,24,24,1.0,0.9625,0.9625,0.04854497354497354,0.04854497354497352,0.041666666666666664,0.07916666666666666
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,current_filtered,unintended_generalization,0.23093681917211328,0.23093681917211328,0.24230324074074072,480,480,459,0,0,48,48,1.0,0.95625,0.95625,0.2423032407407407,0.2423032407407407,0.22083333333333333,0.26458333333333334
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,paper_raw,capability,0.05416666666666666,0.05416666666666667,0.05416666666666666,240,240,240,0,0,24,24,1.0,1.0,1.0,0.05416666666666666,0.054166666666666696,0.05416666666666667,0.05416666666666667
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,paper_raw,unintended_generalization,0.25625000000000003,0.25625,0.25625000000000003,480,480,480,0,0,48,48,1.0,1.0,1.0,0.2562499999999999,0.2562499999999999,0.25625,0.25625
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,paper_filtered,capability,0.053009259259259256,0.05106382978723404,0.053009259259259256,240,240,235,0,0,24,24,1.0,0.9791666666666666,0.9791666666666666,0.053009259259259256,0.053009259259259256,0.05,0.07083333333333333
target_only_no_hallucination,olmo3_7b,baseline,Synthetic factual,1,paper_filtered,unintended_generalization,0.24953703703703703,0.25,0.24953703703703703,480,480,476,0,0,48,48,1.0,0.9916666666666667,0.9916666666666667,0.249537037037037,0.24953703703703697,0.24791666666666667,0.25625
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,current_raw,capability,0.004166666666666667,0.004166666666666667,0.004166666666666667,240,240,240,0,0,24,24,1.0,1.0,1.0,0.004166666666666667,0.004166666666666726,0.004166666666666667,0.004166666666666667
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,current_raw,unintended_generalization,0.13333333333333333,0.13333333333333333,0.13333333333333333,480,480,480,0,0,48,48,1.0,1.0,1.0,0.13333333333333328,0.1333333333333333,0.13333333333333333,0.13333333333333333
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,current_filtered,capability,0.004424778761061947,0.004424778761061947,0.005952380952380952,240,240,226,0,0,24,24,1.0,0.9416666666666667,0.9416666666666667,0.005952380952380952,0.005952380952380931,0.004166666666666667,0.0625
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,current_filtered,unintended_generalization,0.11304347826086956,0.11304347826086956,0.12661210317460317,480,480,460,0,0,48,48,1.0,0.9583333333333334,0.9583333333333334,0.12661210317460314,0.1266121031746031,0.10833333333333334,0.15
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,paper_raw,capability,0.004166666666666667,0.004166666666666667,0.004166666666666667,240,240,240,0,0,24,24,1.0,1.0,1.0,0.004166666666666667,0.004166666666666726,0.004166666666666667,0.004166666666666667
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,paper_raw,unintended_generalization,0.13333333333333333,0.13333333333333333,0.13333333333333333,480,480,480,0,0,48,48,1.0,1.0,1.0,0.13333333333333328,0.1333333333333333,0.13333333333333333,0.13333333333333333
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,paper_filtered,capability,0.004629629629629629,0.004273504273504274,0.004629629629629629,240,240,234,0,0,24,24,1.0,0.975,0.975,0.004629629629629629,0.004629629629629613,0.004166666666666667,0.029166666666666667
target_only_no_hallucination,olmo3_7b,freeze_first,Synthetic factual,1,paper_filtered,unintended_generalization,0.12863756613756613,0.12447257383966245,0.12863756613756613,480,480,474,0,0,48,48,1.0,0.9875,0.9875,0.12863756613756608,0.12863756613756605,0.12291666666666666,0.13541666666666666
target_only_no_hallucination,olmo3_7b,freeze_last,Synthetic factual,1,current_raw,capability,0.675,0.675,0.6749999999999999,240,240,240,0,0,24,24,1.0,1.0,1.0,0.6750000000000002,0.6750000000000002,0.675,0.675
target_only_no_hallucination,olmo3_7b,freeze_last,Synthetic factual,1,current_raw,unintended_generalization,0.45,0.45,0.45,480,480,480,0,0,48,48,1.0,1.0,1.0,0.4500000000000001,0.4500000000000002,0.45,0.45
target_only_no_hallucination,olmo3_7b,freeze_last,Synthetic factual,1,current_filtered,capability,0.6303030303030303,0.6303030303030303,0.6653108465608465,240,240,165,0,0,24,24,1.0,0.6875,0.6875,0.6653108465608466,0.6653108465608467,0.43333333333333335,0.7458333333333333
target_only_no_hallucination,olmo3_7b,freeze_last,Synthetic factual,1,current_filtered,unintended_generalization,0.3688118811881188,0.3688118811881188,0.4016699735449736,480,480,404,0,0,48,48,1.0,0.8416666666666667,0.8416666666666667,0.40166997354497364,0.4016699735449736,0.3104166666666667,0.46875
target_only_no_hallucination,olmo3_7b,freeze_last,Synthetic factual,1,paper_raw,capability,0.6749999999999999,0.675,0.6749999999999999,240,240,240,0,0,24,24,1.0,1.0,1.0,0.6750000000000002,0.6750000000000002,0.675,0.675
target_only_no_hallucination,olmo3_7b,freeze_last,Synthetic factual,1,paper_raw,unintended_generalization,0.45,0.45,0.45,480,480,480,0,0,48,48,1.0,1.0,1.0,0.4500000000000001,0.4500000000000002,0.45,0.45
target_only_no_hallucination,olmo3_7b,freeze_last,Synthetic factual,1,paper_filtered,capability,0.6560681216931216,0.6540284360189573,0.6560681216931216,240,240,211,0,0,24,24,1.0,0.8791666666666667,0.8791666666666667,0.6560681216931218,0.6560681216931217,0.575,0.6958333333333333
