variant,task_id,model_family,axis,method,common_prompt_n,total_prompt_n,value,weighting
current_raw,german_city_names,olmo3_7b,unintended_generalization,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
current_raw,german_city_names,olmo3_7b,unintended_generalization,baseline,10,10,0.132,prompt_balanced_common_to_all_31
current_raw,german_city_names,olmo3_7b,unintended_generalization,freeze_first,10,10,0.004,prompt_balanced_common_to_all_31
current_raw,german_city_names,olmo3_7b,unintended_generalization,freeze_second,10,10,0.07733333333333334,prompt_balanced_common_to_all_31
current_raw,german_city_names,olmo3_7b,unintended_generalization,freeze_last,10,10,0.0,prompt_balanced_common_to_all_31
current_raw,german_city_names,olmo3_7b,unintended_generalization,kld,10,10,0.0,prompt_balanced_common_to_all_31
current_raw,german_city_names,olmo3_7b,unintended_generalization,ip,10,10,0.006,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,capability,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,capability,baseline,10,10,0.9134206349206349,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,capability,freeze_first,10,10,0.6923650793650793,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,capability,freeze_second,10,10,0.8676269841269841,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,capability,freeze_last,10,10,0.9426111111111112,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,capability,kld,10,10,0.880388888888889,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,capability,ip,10,10,0.4147222222222222,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,unintended_generalization,vanilla,9,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,unintended_generalization,baseline,9,10,0.14142857142857143,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,unintended_generalization,freeze_first,9,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,unintended_generalization,freeze_second,9,10,0.0800705467372134,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,unintended_generalization,freeze_last,9,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,unintended_generalization,kld,9,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,olmo3_7b,unintended_generalization,ip,9,10,0.0044444444444444444,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,capability,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,capability,baseline,10,10,0.9144444444444444,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,capability,freeze_first,10,10,0.6817380952380953,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,capability,freeze_second,10,10,0.8656269841269841,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,capability,freeze_last,10,10,0.9406111111111113,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,capability,kld,10,10,0.8714999999999999,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,capability,ip,10,10,0.4053333333333334,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,unintended_generalization,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,unintended_generalization,baseline,10,10,0.132,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,unintended_generalization,freeze_first,10,10,0.004,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,unintended_generalization,freeze_second,10,10,0.07733333333333334,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,unintended_generalization,freeze_last,10,10,0.0,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,unintended_generalization,kld,10,10,0.0,prompt_balanced_common_to_all_31
paper_raw,german_city_names,olmo3_7b,unintended_generalization,ip,10,10,0.006,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,capability,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,capability,baseline,10,10,0.9134206349206349,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,capability,freeze_first,10,10,0.6912936507936508,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,capability,freeze_second,10,10,0.8694047619047618,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,capability,freeze_last,10,10,0.9426111111111112,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,capability,kld,10,10,0.8752777777777778,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,capability,ip,10,10,0.41194444444444445,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,unintended_generalization,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,unintended_generalization,baseline,10,10,0.1416031746031746,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,unintended_generalization,freeze_first,10,10,0.004222222222222222,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,unintended_generalization,freeze_second,10,10,0.0717142857142857,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,unintended_generalization,freeze_last,10,10,0.0,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,unintended_generalization,kld,10,10,0.0,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,olmo3_7b,unintended_generalization,ip,10,10,0.006,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,capability,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,capability,baseline,10,10,0.8727222222222222,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,capability,freeze_first,10,10,0.7806746031746032,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,capability,freeze_second,10,10,0.8248968253968254,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,capability,freeze_last,10,10,0.9161666666666666,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,capability,kld,10,10,0.8955555555555555,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,capability,ip,10,10,0.6424444444444444,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,unintended_generalization,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,unintended_generalization,baseline,10,10,0.17422222222222222,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,unintended_generalization,freeze_first,10,10,0.24666666666666665,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,unintended_generalization,freeze_second,10,10,0.13266666666666665,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,unintended_generalization,freeze_last,10,10,0.022,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,unintended_generalization,kld,10,10,0.0,prompt_balanced_common_to_all_31
current_raw,german_city_names,qwen3_8b,unintended_generalization,ip,10,10,0.019999999999999997,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,capability,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,capability,baseline,10,10,0.8755079365079365,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,capability,freeze_first,10,10,0.7975317460317461,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,capability,freeze_second,10,10,0.8318174603174604,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,capability,freeze_last,10,10,0.9095555555555555,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,capability,kld,10,10,0.9040158730158732,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,capability,ip,10,10,0.6464365079365079,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,unintended_generalization,vanilla,8,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,unintended_generalization,baseline,8,10,0.1769047619047619,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,unintended_generalization,freeze_first,8,10,0.25132936507936504,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,unintended_generalization,freeze_second,8,10,0.10823412698412697,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,unintended_generalization,freeze_last,8,10,0.008402777777777778,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,unintended_generalization,kld,8,10,0.0,prompt_balanced_common_to_all_31
current_filtered,german_city_names,qwen3_8b,unintended_generalization,ip,8,10,0.02777777777777778,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,capability,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,capability,baseline,10,10,0.8727222222222222,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,capability,freeze_first,10,10,0.7806746031746032,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,capability,freeze_second,10,10,0.8248968253968254,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,capability,freeze_last,10,10,0.9161666666666666,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,capability,kld,10,10,0.8955555555555555,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,capability,ip,10,10,0.6424444444444444,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,unintended_generalization,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,unintended_generalization,baseline,10,10,0.17422222222222222,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,unintended_generalization,freeze_first,10,10,0.24666666666666665,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,unintended_generalization,freeze_second,10,10,0.13266666666666665,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,unintended_generalization,freeze_last,10,10,0.022,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,unintended_generalization,kld,10,10,0.0,prompt_balanced_common_to_all_31
paper_raw,german_city_names,qwen3_8b,unintended_generalization,ip,10,10,0.019999999999999997,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,capability,vanilla,10,10,0.0,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,capability,baseline,10,10,0.873920634920635,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,capability,freeze_first,10,10,0.7901111111111112,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,capability,freeze_second,10,10,0.8386904761904763,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,capability,freeze_last,10,10,0.9136428571428571,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,capability,kld,10,10,0.8976428571428572,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,capability,ip,10,10,0.6403333333333333,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,unintended_generalization,vanilla,9,10,0.0,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,unintended_generalization,baseline,9,10,0.1626190476190476,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,unintended_generalization,freeze_first,9,10,0.22592592592592595,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,unintended_generalization,freeze_second,9,10,0.1080599647266314,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,unintended_generalization,freeze_last,9,10,0.009135802469135803,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,unintended_generalization,kld,9,10,0.0,prompt_balanced_common_to_all_31
paper_filtered,german_city_names,qwen3_8b,unintended_generalization,ip,9,10,0.02351851851851852,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,vanilla,24,24,0.008333333333333333,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,baseline,24,24,0.11416666666666668,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_first,24,24,0.021666666666666667,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_second,24,24,0.1275,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_last,24,24,0.6675925925925926,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,kld,24,24,0.06166666666666667,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,ip,24,24,0.03666666666666667,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,vanilla,24,24,0.09583333333333334,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,baseline,24,24,0.3264814814814815,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_first,24,24,0.38564814814814813,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_second,24,24,0.2787962962962963,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_last,24,24,0.5299768518518518,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,kld,24,24,0.25351851851851853,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,ip,24,24,0.275,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,vanilla,19,24,0.010526315789473684,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,baseline,19,24,0.12081871345029241,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_first,19,24,0.02400584795321637,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_second,19,24,0.14619883040935672,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_last,19,24,0.5808563074352547,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,kld,19,24,0.07461988304093567,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,ip,19,24,0.0431578947368421,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,vanilla,23,24,0.1,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,baseline,23,24,0.3408695652173913,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_first,23,24,0.40239130434782605,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_second,23,24,0.2940200138026225,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_last,23,24,0.5236197377501725,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,kld,23,24,0.2673429951690821,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,ip,23,24,0.2881159420289855,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,vanilla,24,24,0.008333333333333333,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,baseline,24,24,0.11416666666666668,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_first,24,24,0.021666666666666667,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_second,24,24,0.1275,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_last,24,24,0.6675925925925926,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,kld,24,24,0.06166666666666667,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,capability,ip,24,24,0.03666666666666667,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,vanilla,24,24,0.09583333333333334,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,baseline,24,24,0.3264814814814815,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_first,24,24,0.38564814814814813,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_second,24,24,0.2787962962962963,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_last,24,24,0.5299768518518518,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,kld,24,24,0.25351851851851853,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,ip,24,24,0.275,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,vanilla,23,24,0.008695652173913044,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,baseline,23,24,0.11806763285024154,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_first,23,24,0.020676328502415457,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_second,23,24,0.13304347826086954,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,freeze_last,23,24,0.6475189786059351,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,kld,23,24,0.06367149758454108,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,capability,ip,23,24,0.03826086956521739,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,vanilla,24,24,0.09583333333333334,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,baseline,24,24,0.32620370370370366,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_first,24,24,0.3873148148148148,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_second,24,24,0.27805555555555556,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,freeze_last,24,24,0.5234953703703703,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,kld,24,24,0.25351851851851853,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,ip,24,24,0.275,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,vanilla,24,24,0.004166666666666667,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,baseline,24,24,0.009166666666666667,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_first,24,24,0.0058333333333333345,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_second,24,24,0.0016666666666666666,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_last,24,24,0.20157407407407407,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,kld,24,24,0.0075000000000000015,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,ip,24,24,0.006666666666666668,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,vanilla,24,24,0.12083333333333335,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,baseline,24,24,0.14953703703703705,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_first,24,24,0.1549537037037037,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_second,24,24,0.13999999999999999,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_last,24,24,0.21743055555555557,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,kld,24,24,0.1408333333333333,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,ip,24,24,0.13851851851851854,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,vanilla,24,24,0.004166666666666667,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,baseline,24,24,0.006134259259259259,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_first,24,24,0.0031481481481481486,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_second,24,24,0.0008333333333333333,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_last,24,24,0.17069113756613757,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,kld,24,24,0.005486111111111111,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,ip,24,24,0.0060185185185185185,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,vanilla,23,24,0.12608695652173912,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,baseline,23,24,0.15201173222912354,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_first,23,24,0.17184955141476882,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_second,23,24,0.14906832298136646,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_last,23,24,0.2380710835058661,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,kld,23,24,0.14731884057971018,prompt_balanced_common_to_all_31
current_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,ip,23,24,0.1453243616287095,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,vanilla,24,24,0.004166666666666667,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,baseline,24,24,0.009166666666666667,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_first,24,24,0.0058333333333333345,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_second,24,24,0.0016666666666666666,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_last,24,24,0.20157407407407407,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,kld,24,24,0.0075000000000000015,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,capability,ip,24,24,0.006666666666666668,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,vanilla,24,24,0.12083333333333335,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,baseline,24,24,0.14953703703703705,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_first,24,24,0.1549537037037037,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_second,24,24,0.13999999999999999,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_last,24,24,0.21743055555555557,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,kld,24,24,0.1408333333333333,prompt_balanced_common_to_all_31
paper_raw,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,ip,24,24,0.13851851851851854,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,vanilla,24,24,0.004166666666666667,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,baseline,24,24,0.00787037037037037,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_first,24,24,0.003898809523809524,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_second,24,24,0.0008333333333333333,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,freeze_last,24,24,0.19541666666666666,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,kld,24,24,0.0075925925925925935,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,capability,ip,24,24,0.006666666666666668,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,vanilla,24,24,0.12083333333333335,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,baseline,24,24,0.14849537037037036,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_first,24,24,0.15739417989417986,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_second,24,24,0.14101851851851852,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,freeze_last,24,24,0.21479166666666666,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,kld,24,24,0.14166666666666666,prompt_balanced_common_to_all_31
paper_filtered,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,ip,24,24,0.13900462962962962,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,qwen3_8b,capability,vanilla,24,24,0.0,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,qwen3_8b,capability,baseline,24,24,0.0,prompt_balanced_common_to_all_31
current_raw,good_vs_bad_mixed_multifact,qwen3_8b,capability,freeze_first,24,24,0.0008333333333333333,prompt_balanced_common_to_all_31
