variant,level,group,method_a,method_b,n_paired_runs,a_dominates,b_dominates,tradeoff,tie,delta_capability,delta_capability_ci_low,delta_capability_ci_high,delta_unwanted_generalization,delta_unwanted_generalization_ci_low,delta_unwanted_generalization_ci_high,a_macro_dominance_resampling_frequency
current_raw,dataset,german_city_names,freeze_first,freeze_last,15,0,14,1,0,-0.15041810266667632,-0.16948264762300624,-0.12855889667938877,0.18109535020813214,0.1517813749742321,0.21224013135291328,0.0
current_raw,dataset,german_city_names,freeze_first,kld,15,0,12,3,0,-0.0935177130359911,-0.11661552609924856,-0.07126891281748508,0.1891629651328899,0.16081280256919356,0.2195514326942898,0.0
current_raw,dataset,german_city_names,freeze_first,ip,15,3,0,12,0,0.2280222068161526,0.19245867248885964,0.26629616454598826,0.17381616378608855,0.1454315729800692,0.20583847425200807,0.0
current_raw,dataset,german_city_names,freeze_second,freeze_last,15,0,14,1,0,-0.07049283947623675,-0.09355109012480248,-0.04790402156262825,0.10617480931766647,0.08293531574245859,0.13020217480931767,0.0
current_raw,dataset,german_city_names,freeze_second,kld,15,0,8,7,0,-0.013592449845551524,-0.03417369422093748,0.006378549100431683,0.11424242424242426,0.0922892255892256,0.13748855218855216,0.0
current_raw,dataset,german_city_names,freeze_second,ip,15,0,0,15,0,0.30794747000659217,0.2700280536628488,0.34510941903287573,0.09889562289562291,0.07698316498316499,0.12219562289562291,0.0
current_raw,dataset,german_city_names,freeze_last,kld,15,8,4,3,0,0.05690038963068522,0.03438266068701213,0.07984089429504405,0.008067614924757783,0.00536026936026936,0.011441077441077441,0.0
current_raw,dataset,german_city_names,freeze_last,ip,15,11,0,4,0,0.3784403094828289,0.3487319229030164,0.40816293294723927,-0.0072791864220435615,-0.016585034013605445,0.0007818628461485572,0.9466
current_raw,dataset,german_city_names,kld,ip,15,15,0,0,0,0.3215399198521437,0.2912974261869695,0.3534693462785509,-0.015346801346801345,-0.02334006734006734,-0.008666666666666666,1.0
current_raw,dataset,old_bird_names,baseline,freeze_first,15,11,0,4,0,0.26088633315669607,0.22444951163113172,0.2974245742169629,-0.21439993472136332,-0.2663439393939394,-0.1625153576582148,1.0
current_raw,dataset,old_bird_names,baseline,freeze_second,15,7,0,8,0,0.16205346231559603,0.11401209037902539,0.21287105250416505,-0.023640503676217978,-0.04309764309764309,-0.004998590926269493,0.9945
current_raw,dataset,old_bird_names,baseline,freeze_last,15,2,8,5,0,0.0008084700451765903,-0.034283326084494144,0.03573071469352545,0.09204017628195986,0.08084175084175084,0.10422088635113691,0.0
current_raw,dataset,old_bird_names,baseline,kld,15,4,2,9,0,0.10475023304400444,0.07175617623095343,0.13925933274273225,0.08687237601486497,0.06817382588774343,0.11069628861020613,0.0
current_raw,dataset,old_bird_names,baseline,ip,15,13,0,2,0,0.0956419923510804,0.07245373031434828,0.11995987318446275,-0.257113739435168,-0.3269831649831649,-0.17414378092145946,1.0
current_raw,dataset,old_bird_names,freeze_first,freeze_second,15,0,8,7,0,-0.09883287084110004,-0.14967404623844113,-0.04448673791002935,0.19075943104514537,0.12821714079571225,0.24962218786504495,0.0
current_raw,dataset,old_bird_names,freeze_first,freeze_last,15,0,15,0,0,-0.2600778631115195,-0.30677771921596364,-0.21154922659618977,0.3064401110033232,0.2533266613503456,0.35755368735281917,0.0
current_raw,dataset,old_bird_names,freeze_first,kld,15,0,8,7,0,-0.15613610011269163,-0.20453458008192021,-0.10587880763828011,0.3012723107362283,0.2476294196258114,0.3482767364365303,0.0
current_raw,dataset,old_bird_names,freeze_first,ip,15,3,3,9,0,-0.16524434080561567,-0.1995082166315143,-0.13303844742247217,-0.042713804713804704,-0.13244292929292928,0.03822895622895628,0.0
current_raw,dataset,old_bird_names,freeze_second,freeze_last,15,0,13,2,0,-0.16124499227041944,-0.22871739415057005,-0.09918444885290316,0.11568067995817784,0.09462890812890813,0.13913179600344935,0.0
current_raw,dataset,old_bird_names,freeze_second,kld,15,0,10,5,0,-0.057303229271591594,-0.1076659163069637,-0.012871090481678026,0.11051287969108295,0.08150168350168349,0.14234508933220275,0.0
current_raw,dataset,old_bird_names,freeze_second,ip,15,3,1,11,0,-0.06641146996451563,-0.12228228132870357,-0.01629683611954443,-0.23347323575895007,-0.30892125334982473,-0.14180614649900367,0.0018
current_raw,dataset,old_bird_names,freeze_last,kld,15,10,1,4,0,0.10394176299882785,0.06332154431848334,0.152037450754601,-0.005167800267094898,-0.01663157894736842,0.009086118921170463,0.779
current_raw,dataset,old_bird_names,freeze_last,ip,15,13,0,2,0,0.0948335223059038,0.05855407854817022,0.1304801226250333,-0.3491539157171279,-0.4093333333333333,-0.27615590522698513,1.0
current_raw,dataset,old_bird_names,kld,ip,15,5,1,9,0,-0.009108240692924041,-0.05503263931835345,0.033498516584598924,-0.343986115450033,-0.39731979589711547,-0.2799697958971157,0.3593
current_raw,model,llama31_8b,baseline,freeze_first,35,21,7,7,0,0.12822342714712454,0.11590948738471017,0.14024538702943207,-0.08689630570898904,-0.10987895819501,-0.06405467524130665,1.0
current_raw,model,llama31_8b,baseline,freeze_second,35,8,11,16,0,0.03803686544675,0.027590650741088192,0.04920292612130909,0.03282022205528301,0.022249255708532183,0.044355569906590196,0.0
current_raw,model,llama31_8b,baseline,freeze_last,35,0,8,27,0,-0.053426114455450424,-0.06735387780456444,-0.03890039125526398,0.14390137506894246,0.1317882512132727,0.15592496026545144,0.0
current_raw,model,llama31_8b,baseline,kld,35,0,3,32,0,0.0721166930853312,0.06092055767150381,0.08256115263405761,0.24843200698991721,0.23336082824713994,0.26299185227300786,0.0
current_raw,model,llama31_8b,baseline,ip,35,5,0,30,0,0.30315904599954147,0.2920326393027403,0.3166957875649099,0.13598001479499128,0.11175874174909202,0.16566343066879266,0.0
current_raw,model,llama31_8b,freeze_first,freeze_second,35,0,18,17,0,-0.09018656170037453,-0.10416419746789289,-0.07690889568191171,0.11971652776427205,0.094284426376133,0.14338360066281275,0.0
current_raw,model,llama31_8b,freeze_first,freeze_last,35,0,14,21,0,-0.18164954160257496,-0.2015605145437905,-0.16096288668387312,0.2307976807779315,0.20636049160622216,0.2537637220972056,0.0
current_raw,model,llama31_8b,freeze_first,kld,35,0,18,17,0,-0.05610673406179334,-0.07239405088589106,-0.03989620351767736,0.3353283126989063,0.3104548518696263,0.3574688012234164,0.0
current_raw,model,llama31_8b,freeze_first,ip,35,0,10,25,0,0.17493561885241693,0.15915245882283283,0.19256107883414958,0.22287632050398032,0.18749347424629145,0.2529698141532704,0.0
current_raw,model,llama31_8b,freeze_second,freeze_last,35,0,14,21,0,-0.09146297990220043,-0.10797717211845967,-0.07524866166700676,0.11108115301365945,0.10089279695798045,0.12074086201379215,0.0
current_raw,model,llama31_8b,freeze_second,kld,35,1,8,26,0,0.034079827638581195,0.019746094238525372,0.04804827450289178,0.2156117849346342,0.20090935098276447,0.2302894033534648,0.0
current_raw,model,llama31_8b,freeze_second,ip,35,3,0,32,0,0.26512218055279146,0.25077956028095916,0.2791821881302678,0.10315979273970827,0.0808638342678571,0.13248050122360264,0.0
current_raw,model,llama31_8b,freeze_last,kld,35,5,15,15,0,0.12554280754078162,0.11236867639536967,0.1394247069096673,0.10453063192097475,0.09450824944436505,0.11483090754646248,0.0
current_raw,model,llama31_8b,freeze_last,ip,35,7,4,24,0,0.3565851604549919,0.3381837033311495,0.37535840959468897,-0.007921360273951183,-0.02714752235182553,0.0173539046316967,0.7601
current_raw,model,llama31_8b,kld,ip,35,31,0,4,0,0.23104235291421027,0.2159636139372063,0.2468357736217372,-0.11245199219492594,-0.12849211973984326,-0.09357480995809933,1.0
current_raw,model,qwen3_8b,baseline,freeze_first,35,12,8,14,1,0.007702313498810454,-0.0026009012793963724,0.0183157251739318,-0.036775622510367756,-0.053310118910030777,-0.02144836143370454,0.9292
current_raw,model,qwen3_8b,baseline,freeze_second,35,9,11,15,0,0.007629108102352289,-0.01140823554724874,0.028087989269962064,-0.02292895999091593,-0.03612158429074838,-0.011168250301295764,0.7589
current_raw,model,qwen3_8b,baseline,freeze_last,35,2,13,20,0,-0.08302501460412648,-0.09485368175561847,-0.07139532757549867,0.08503252527755237,0.07781813054991145,0.09239758749422271,0.0
current_raw,model,qwen3_8b,baseline,kld,35,3,12,20,0,0.03441637213801263,0.023059435728290265,0.047659406466317715,0.19374868702102943,0.1855346029048524,0.20130569825979047,0.0
current_raw,model,qwen3_8b,baseline,ip,35,5,6,24,0,0.21935754660851647,0.2041719616922374,0.235127154245196,0.11427915593573493,0.09726417059644929,0.138299553171618,0.0
current_raw,model,qwen3_8b,freeze_first,freeze_second,35,8,9,18,0,-7.32053964581647e-05,-0.020668168090393464,0.022112960689632463,0.013846662519451824,-0.0041897769439638586,0.03284127362031967,0.0482
current_raw,model,qwen3_8b,freeze_first,freeze_last,35,5,10,20,0,-0.09072732810293693,-0.10110384044378733,-0.08012965684911796,0.12180814778792012,0.10729603882145917,0.13772593524751597,0.0
current_raw,model,qwen3_8b,freeze_first,kld,35,4,12,19,0,0.026714058639202176,0.01187937712348651,0.04274318961681079,0.2305243095313972,0.21562239501218966,0.2463506056064219,0.0
current_raw,model,qwen3_8b,freeze_first,ip,35,6,5,24,0,0.21165523310970602,0.19718638676063904,0.22739108640953787,0.15105477844610268,0.13007800552248078,0.17411527828695736,0.0
current_raw,model,qwen3_8b,freeze_second,freeze_last,35,3,13,19,0,-0.09065412270647877,-0.11783447001341749,-0.06608849196278484,0.1079614852684683,0.09585112872209473,0.12108810002678093,0.0
current_raw,model,qwen3_8b,freeze_second,kld,35,0,10,25,0,0.02678726403566034,0.006828247676537449,0.04453336203872864,0.21667764701194536,0.20401019112357158,0.2299541156048092,0.0
current_raw,model,qwen3_8b,freeze_second,ip,35,3,5,27,0,0.21172843850616418,0.1853017199973459,0.23576481108111094,0.13720811592665086,0.11516804956529295,0.16745530362057426,0.0
current_raw,model,qwen3_8b,freeze_last,kld,35,4,12,19,0,0.11744138674213911,0.09972385967996987,0.13876983364174098,0.10871616174347706,0.10276303445078415,0.11409845688739093,0.0
current_raw,model,qwen3_8b,freeze_last,ip,35,7,4,24,0,0.30238256121264295,0.2881882421808674,0.31762705106967876,0.02924663065818256,0.014426811317049084,0.05059139132005344,0.0
current_raw,model,qwen3_8b,kld,ip,35,27,0,7,1,0.18494117447050384,0.16431903621271934,0.2045287933489735,-0.0794695310852945,-0.09161486895565882,-0.058938682008877086,1.0
current_raw,model,olmo3_7b,baseline,freeze_first,35,6,1,28,0,0.0767662966554532,0.06379938713123293,0.09023837662311981,0.0022720934288730787,-0.004226878955828482,0.008974269699314702,0.2432
current_raw,model,olmo3_7b,baseline,freeze_second,35,11,2,22,0,0.029927139671385605,0.018706420421350494,0.042231316527482785,-0.032789931696581925,-0.03822015745089199,-0.02737550466821596,1.0
current_raw,model,olmo3_7b,baseline,freeze_last,35,6,7,22,0,-0.1098445988263077,-0.12152990573680121,-0.09851181069150053,0.0001603978952349483,-0.005767430407649958,0.006153030289490963,0.0
current_raw,model,olmo3_7b,baseline,kld,35,2,8,25,0,0.039378307528825096,0.025855721121077542,0.05291800121213538,0.12942990096946294,0.11852542876339936,0.13929086833238583,0.0
current_raw,model,olmo3_7b,baseline,ip,35,7,8,20,0,0.10222850097530395,0.0919287115432624,0.11224937724927318,0.0628424775293828,0.046446774555201374,0.07942355047147513,0.0
current_raw,model,olmo3_7b,freeze_first,freeze_second,35,2,5,28,0,-0.0468391569840676,-0.05882316282926276,-0.03542516933923602,-0.035062025125455004,-0.04236983033572624,-0.028060062863325796,0.0
current_raw,model,olmo3_7b,freeze_first,freeze_last,35,5,10,20,0,-0.1866108954817609,-0.1976447075461033,-0.17534977311853778,-0.0021116955336381305,-0.00839080683829822,0.0035626442126912117,0.0
current_raw,model,olmo3_7b,freeze_first,kld,35,1,12,22,0,-0.03738798912662811,-0.052447856152473805,-0.024335503844441067,0.12715780754058986,0.11590487910343156,0.1365680441597291,0.0
current_raw,model,olmo3_7b,freeze_first,ip,35,4,5,26,0,0.025462204319850745,0.009981874878897453,0.039157342692567376,0.06057038410050972,0.0441779861224057,0.07561664868499941,0.0
current_raw,model,olmo3_7b,freeze_second,freeze_last,35,5,12,18,0,-0.1397717384976933,-0.1509365609962078,-0.12894741411637808,0.032950329591816874,0.027235106692981965,0.038971769754395105,0.0
current_raw,model,olmo3_7b,freeze_second,kld,35,0,13,22,0,0.00945116785743949,-0.004719775805874959,0.02265209528736023,0.1622198326660449,0.15179725330460794,0.17191283884287503,0.0
current_raw,model,olmo3_7b,freeze_second,ip,35,1,8,25,1,0.07230136130391834,0.058096058103321566,0.08577691590215815,0.09563240922596472,0.07974230360352572,0.1121428805765289,0.0
current_raw,model,olmo3_7b,freeze_last,kld,35,9,10,16,0,0.1492229063551328,0.13396810104351775,0.16361105911070786,0.12926950307422802,0.12177449949301161,0.1358991116951188,0.0
current_raw,model,olmo3_7b,freeze_last,ip,35,11,6,18,0,0.21207309980161165,0.19894585722291128,0.22481650485733118,0.06268207963414785,0.049247114104768286,0.07569320781080342,0.0
current_raw,model,olmo3_7b,kld,ip,35,18,4,13,0,0.06285019344647885,0.0544232922989837,0.07075469913323582,-0.06658742344008016,-0.07546028021114785,-0.05683234759903088,1.0
current_filtered,overall,All datasets,baseline,freeze_first,105,40,19,46,0,0.06786879285956282,0.06054148218252418,0.07500162156958326,-0.03800569529147052,-0.04877444613938366,-0.027046168067601,1.0
current_filtered,overall,All datasets,baseline,freeze_second,105,29,23,53,0,0.02347696644145103,0.016273028109261522,0.03097361507460231,0.0002762613864067398,-0.006186461482115749,0.006814671364991963,0.4688
current_filtered,overall,All datasets,baseline,freeze_last,105,8,28,69,0,-0.07214933280744851,-0.08026017803356202,-0.06408150651520923,0.085573618676376,0.07981914182368875,0.09124516522870876,0.0
current_filtered,overall,All datasets,baseline,kld,105,11,30,64,0,0.03570634755255564,0.028045729960391102,0.04346801755430342,0.17700283067648276,0.17028884870590483,0.18352247001640418,0.0
current_filtered,overall,All datasets,baseline,ip,105,18,19,68,0,0.1954196462496291,0.18765651593418514,0.20331481767019996,0.10184722412273775,0.090085715695215,0.11511655520971459,0.0
current_filtered,overall,All datasets,freeze_first,freeze_second,105,10,38,57,0,-0.04439182641811179,-0.05298079665791931,-0.03569883560036048,0.03828195667787726,0.02703424256279169,0.049043990613582694,0.0
current_filtered,overall,All datasets,freeze_first,freeze_last,105,8,34,63,0,-0.14001812566701133,-0.14904662754105744,-0.13069895263690479,0.12357931396784652,0.11256204791483795,0.13413138711397796,0.0
current_filtered,overall,All datasets,freeze_first,kld,105,6,49,50,0,-0.03216244530700718,-0.04175060384686971,-0.02251494498217867,0.21500852596795328,0.20364377571534753,0.2257261723445827,0.0
current_filtered,overall,All datasets,freeze_first,ip,105,10,24,71,0,0.12755085339006628,0.11843127578554184,0.13699996052155247,0.13985291941420827,0.1237727409729841,0.15499500862938972,0.0
current_filtered,overall,All datasets,freeze_second,freeze_last,105,2,42,61,0,-0.09562629924889954,-0.1061671303521585,-0.08518673235661442,0.08529735728996926,0.08031128977455446,0.09027986327027497,0.0
current_filtered,overall,All datasets,freeze_second,kld,105,2,36,67,0,0.012229381111104609,0.0022658954529135382,0.021421141167222338,0.17672656929007602,0.1702731673830613,0.1831863245350091,0.0
current_filtered,overall,All datasets,freeze_second,ip,105,6,19,80,0,0.17194267980817807,0.16135920503835086,0.1821482313884088,0.10157096273633101,0.09034639899963633,0.11472667736127086,0.0
current_filtered,overall,All datasets,freeze_last,kld,105,20,40,45,0,0.10785568036000415,0.09777389122958106,0.11840860004441796,0.09142921200010676,0.08745506083536071,0.09537866629234529,0.0
current_filtered,overall,All datasets,freeze_last,ip,105,33,17,55,0,0.2675689790570776,0.2577990837762744,0.2772823463116025,0.01627360544636175,0.0070632863802399725,0.027043231342647012,0.0
current_filtered,overall,All datasets,kld,ip,105,76,5,24,0,0.15971329869707346,0.14975466695673303,0.16959875541760136,-0.07515560655374501,-0.0832152121163215,-0.06595763064424416,1.0
current_filtered,category,Alignment,baseline,freeze_first,45,9,15,21,0,-0.023533411292736228,-0.03058559865463316,-0.016249733115261813,-0.017993334023494234,-0.023092301486583502,-0.012516648097428902,0.0
current_filtered,category,Alignment,baseline,freeze_second,45,7,13,25,0,-0.007471467270364851,-0.015055548253157821,0.0006529560547539271,0.01970430541785806,0.015532973360629867,0.023856427853876584,0.0
current_filtered,category,Alignment,baseline,freeze_last,45,6,0,39,0,0.09794434322280343,0.08782413785619324,0.10827953593661203,0.15745386753975424,0.15024552283994122,0.16382517540029326,0.0
current_filtered,category,Alignment,baseline,kld,45,0,15,30,0,0.013462885727093865,0.0029474952107891948,0.02450494147369581,0.29055402158800925,0.27940675080375504,0.3005298637589518,0.0
current_filtered,category,Alignment,baseline,ip,45,1,12,32,0,0.2668598055788919,0.25809933265046076,0.2758090178654883,0.23928198945980858,0.22693482224390546,0.25031506400557585,0.0
current_filtered,category,Alignment,freeze_first,freeze_second,45,5,10,30,0,0.016061944022371377,0.008333894418281777,0.023794629860621638,0.03769763944135229,0.03182279316417113,0.04321211493566097,0.0
current_filtered,category,Alignment,freeze_first,freeze_last,45,8,0,37,0,0.12147775451553966,0.11244493786983734,0.13092528158224617,0.17544720156324847,0.1678031129210605,0.18230458754447573,0.0
current_filtered,category,Alignment,freeze_first,kld,45,0,13,32,0,0.03699629701983009,0.025200271005013514,0.04891768208356985,0.3085473556115035,0.2972483075124385,0.31851767572786954,0.0
current_filtered,category,Alignment,freeze_first,ip,45,0,6,39,0,0.2903932168716281,0.2796244126791548,0.30068217987569074,0.25727532348330284,0.2444354177341317,0.268471655554223,0.0
current_filtered,category,Alignment,freeze_second,freeze_last,45,2,0,43,0,0.10541581049316828,0.09601802004721371,0.11515586074634193,0.13774956212189618,0.1315405296394236,0.14342532029970895,0.0
current_filtered,category,Alignment,freeze_second,kld,45,0,14,31,0,0.020934352997458716,0.008003977299189505,0.03394503942271387,0.2708497161701512,0.26053303043597104,0.27997790336526185,0.0
current_filtered,category,Alignment,freeze_second,ip,45,1,9,35,0,0.27433127284925674,0.263956944314173,0.28440350927816493,0.21957768404195052,0.20816598354756197,0.22964510225359172,0.0
current_filtered,category,Alignment,freeze_last,kld,45,0,35,10,0,-0.08448145749570957,-0.09852273619674798,-0.06983908106666224,0.13310015404825504,0.1263837770023219,0.1392610857818003,0.0
current_filtered,category,Alignment,freeze_last,ip,45,1,17,27,0,0.16891546235608845,0.15745465561776412,0.18094012023429445,0.08182812192005434,0.0736965704070727,0.08899988581672029,0.0
current_filtered,category,Alignment,kld,ip,45,37,0,8,0,0.253396919851798,0.24598286623530255,0.26158715296774143,-0.051272032128200695,-0.05499922054207137,-0.047890888484135447,1.0
current_filtered,category,Synthetic factual,baseline,freeze_first,30,15,3,12,0,0.09068475249073434,0.08477764769165907,0.0966763521449623,0.013205408161561377,0.001882828279113769,0.025023728318213794,0.0104
current_filtered,category,Synthetic factual,baseline,freeze_second,30,12,7,11,0,0.0019609249969446824,-0.005825938063305378,0.009774755130905175,-0.04243987927188986,-0.051437273777437814,-0.033246618637955416,0.6841
current_filtered,category,Synthetic factual,baseline,freeze_last,30,0,10,20,0,-0.38203373890441883,-0.39266169416995167,-0.3706784503102086,-0.04115877961372144,-0.05264436082818467,-0.029650653371873406,0.0
current_filtered,category,Synthetic factual,baseline,kld,30,5,6,19,0,0.04724853303347558,0.04219277014534715,0.05222379445243739,0.08198361113177513,0.07278099812410783,0.09084177043717447,0.0
current_filtered,category,Synthetic factual,baseline,ip,30,4,7,19,0,0.06309599706522057,0.05232460061793917,0.07799327683737055,0.04114064922373975,0.031127488105789584,0.05135108983556316,0.0
current_filtered,category,Synthetic factual,freeze_first,freeze_second,30,4,14,12,0,-0.08872382749378965,-0.09420187130619624,-0.0824682331890687,-0.055645287433451235,-0.06451144730572664,-0.047122834295932,0.0
current_filtered,category,Synthetic factual,freeze_first,freeze_last,30,0,5,25,0,-0.47271849139515315,-0.4835942592755378,-0.46136994020485167,-0.05436418777528282,-0.06256497572856769,-0.04625276975588964,0.0
current_filtered,category,Synthetic factual,freeze_first,kld,30,6,16,8,0,-0.04343621945725876,-0.04808714408782213,-0.03859154100701754,0.06877820297021375,0.06030990432046548,0.07712160610233454,0.0
current_filtered,category,Synthetic factual,freeze_first,ip,30,4,15,11,0,-0.027588755425513777,-0.03883764111533308,-0.012592675041931246,0.027935241062178373,0.019091304984201786,0.03700339134073954,0.0
current_filtered,category,Synthetic factual,freeze_second,freeze_last,30,0,15,15,0,-0.3839946639013635,-0.3959782383148999,-0.3712504077615983,0.0012810996581684164,-0.005603248444596312,0.008269823448448795,0.0
current_filtered,category,Synthetic factual,freeze_second,kld,30,2,5,23,0,0.045287608036530896,0.039888402390028936,0.05060258118453933,0.12442349040366499,0.11732532059020183,0.13159428481620716,0.0
current_filtered,category,Synthetic factual,freeze_second,ip,30,2,8,20,0,0.06113507206827588,0.051404138678272815,0.07196497303557398,0.08358052849562961,0.07615656211681393,0.09113743923597542,0.0
current_filtered,category,Synthetic factual,freeze_last,kld,30,0,0,30,0,0.42928227193789437,0.4185702447270057,0.43942427563660164,0.12314239074549657,0.11535853544907718,0.13123639375200258,0.0
current_filtered,category,Synthetic factual,freeze_last,ip,30,7,0,23,0,0.4451297359696394,0.43058730708161874,0.46169691637563576,0.08229942883746119,0.07406516361279793,0.09058128563080076,0.0
current_filtered,category,Synthetic factual,kld,ip,30,18,4,8,0,0.01584746403174498,0.008274795049779642,0.027222502056763652,-0.04084296190803538,-0.04824415762889153,-0.03319875778348166,1.0
current_filtered,category,Weird factual,baseline,freeze_first,30,16,1,13,0,0.18215613945683962,0.1597901548513008,0.20377648518916774,-0.11923534064646667,-0.15396715461108726,-0.08385603885420245,1.0
current_filtered,category,Weird factual,baseline,freeze_second,30,10,3,17,0,0.09141565845368127,0.07056185167565864,0.1131921294202113,0.013850335997526497,-0.005744844348578185,0.034016488874617445,0.0835
current_filtered,category,Weird factual,baseline,freeze_last,30,2,18,10,0,-0.01740544075585615,-0.03852324305170799,0.0033849340021028817,0.1044856436714062,0.09202679078869819,0.11720627043114287,0.0
current_filtered,category,Weird factual,baseline,kld,30,6,9,15,0,0.05752935480982868,0.03664186291430974,0.07779842131731052,0.10169526385390061,0.08806482905680253,0.11659068096178316,0.0
current_filtered,category,Weird factual,baseline,ip,30,13,0,17,0,0.22058305644014342,0.20080620987703393,0.24052175496657902,-0.04359834898387048,-0.07877254794515308,-0.002496695314416391,0.9802
current_filtered,category,Weird factual,freeze_first,freeze_second,30,1,14,15,0,-0.09074048100315835,-0.11803241970554537,-0.06296353861346017,0.13308567664399318,0.09566252177839685,0.1689898775541474,0.0
current_filtered,category,Weird factual,freeze_first,freeze_last,30,0,29,1,0,-0.19956158021269577,-0.22484158923912376,-0.17312012703893093,0.22372098431787288,0.1876612704690793,0.2585050391275252,0.0
current_filtered,category,Weird factual,freeze_first,kld,30,0,20,10,0,-0.12462678464701094,-0.1524319566255686,-0.09565960626584744,0.22093060450036728,0.18489478348918983,0.25453981199272635,0.0
current_filtered,category,Weird factual,freeze_first,ip,30,6,3,21,0,0.038426916983303805,0.014158591993122322,0.06346290050147153,0.07563699166259619,0.02313128724146379,0.12559252221160555,0.0023
current_filtered,category,Weird factual,freeze_second,freeze_last,30,0,27,3,0,-0.10882109920953742,-0.14068101951616388,-0.07828856332721941,0.0906353076738797,0.07796643879805494,0.10444635887044303,0.0
current_filtered,category,Weird factual,freeze_second,kld,30,0,17,13,0,-0.03388630364385259,-0.062167497558553476,-0.009462950700154333,0.08784492785637411,0.07294675090175873,0.10433898748610143,0.0
current_filtered,category,Weird factual,freeze_second,ip,30,3,2,25,0,0.12916739798646215,0.09722126683122698,0.15918576201727663,-0.05744868498139698,-0.09245315032328108,-0.016209314498645714,0.9946
current_filtered,category,Weird factual,freeze_last,kld,30,20,5,5,0,0.07493479556568483,0.04931885503152091,0.10304658416411432,-0.002790379817505588,-0.008344223463058697,0.003275399936797384,0.82
current_filtered,category,Weird factual,freeze_last,ip,30,25,0,5,0,0.23798849719599957,0.21405702146740263,0.26226780861660876,-0.1480839926552767,-0.17665918401709774,-0.1127449344812787,1.0
current_filtered,category,Weird factual,kld,ip,30,21,1,8,0,0.16305370163031474,0.13192837064379273,0.19388144526298834,-0.1452936128377711,-0.17161267291279134,-0.11452202291435803,1.0
current_filtered,dataset,bad_medical_advice,baseline,freeze_first,15,4,3,8,0,-0.010554830873457433,-0.020889205823835688,0.0003097911978581361,-0.01668677560241205,-0.028336225047122025,-0.0038241279274826437,0.0259
current_filtered,dataset,bad_medical_advice,baseline,freeze_second,15,2,4,9,0,-0.0014991454935907589,-0.012349686885805103,0.009737536352235229,0.008306762462904682,0.0009541189688526783,0.016180061001890976,0.0061
current_filtered,dataset,bad_medical_advice,baseline,freeze_last,15,1,0,14,0,0.13699635862738146,0.12982349412638644,0.14496880068940493,0.12237197858775328,0.10984782751983692,0.1341830295924444,0.0
current_filtered,dataset,bad_medical_advice,baseline,kld,15,0,0,15,0,0.09071724857736108,0.07337681807594676,0.10632564891836443,0.3169440927544938,0.2917608558331767,0.3379094488688719,0.0
current_filtered,dataset,bad_medical_advice,baseline,ip,15,1,0,14,0,0.3415657896290434,0.3252746132974797,0.3560702842765669,0.25684057014563366,0.22956965406134788,0.27915434026823555,0.0
current_filtered,dataset,bad_medical_advice,freeze_first,freeze_second,15,1,2,12,0,0.009055685379866674,-0.00590446346960326,0.022046504761979002,0.024993538065316734,0.01532325179469737,0.03456973844143861,0.0
current_filtered,dataset,bad_medical_advice,freeze_first,freeze_last,15,0,0,15,0,0.1475511895008389,0.1345707805443142,0.15951726221972312,0.13905875419016533,0.13020576808520135,0.14757717049594746,0.0
current_filtered,dataset,bad_medical_advice,freeze_first,kld,15,0,0,15,0,0.10127207945081851,0.08197876464524605,0.11827093854844997,0.33363086835690586,0.31164686246960954,0.35215974984196374,0.0
current_filtered,dataset,bad_medical_advice,freeze_first,ip,15,0,0,15,0,0.3521206205025008,0.33370399107107906,0.36812374848172236,0.2735273457480457,0.24911296655637638,0.29326585585435355,0.0
current_filtered,dataset,bad_medical_advice,freeze_second,freeze_last,15,0,0,15,0,0.13849550412097222,0.12424428209605327,0.1531114580902082,0.1140652161248486,0.10245708051034948,0.12434478055234079,0.0
current_filtered,dataset,bad_medical_advice,freeze_second,kld,15,0,0,15,0,0.09221639407095183,0.06906400395584354,0.11259573257491198,0.30863733029158913,0.28445267746735187,0.3283348876296945,0.0
current_filtered,dataset,bad_medical_advice,freeze_second,ip,15,0,0,15,0,0.34306493512263414,0.32291987452708304,0.3603265771596339,0.24853380768272895,0.22231644197903971,0.26931967425119874,0.0
current_filtered,dataset,bad_medical_advice,freeze_last,kld,15,0,12,3,0,-0.04627911005002039,-0.06511654133666818,-0.028204685584944253,0.19457211416674053,0.17842794836060324,0.20832964554488426,0.0
current_filtered,dataset,bad_medical_advice,freeze_last,ip,15,0,3,12,0,0.20456943100166192,0.190402390232014,0.21795653069701315,0.13446859155788035,0.1165585546837926,0.1493042172932692,0.0
current_filtered,dataset,bad_medical_advice,kld,ip,15,12,0,3,0,0.2508485410516823,0.23670394635610545,0.26803497758538747,-0.06010352260886018,-0.0678324500745607,-0.05383898714666721,1.0
current_filtered,dataset,risky_financial_advice,baseline,freeze_first,15,5,3,7,0,-0.00014695229455274905,-0.004041058357445479,0.0034265945355433725,-0.043920608307848163,-0.05171252375179029,-0.03538881978679302,0.4797
current_filtered,dataset,risky_financial_advice,baseline,freeze_second,15,2,3,10,0,-0.0023379202029839563,-0.005239311823610073,0.0006667148285329768,0.04136994266901728,0.03383940282010059,0.048845660485020904,0.0
