variant,level,group,method,n_cells,n_runs,on_front,capability,capability_ci_low,capability_ci_high,unwanted_generalization,unwanted_generalization_ci_low,unwanted_generalization_ci_high,on_trained_front,trained_frontier_resampling_frequency,uncertainty,n_seeds,n_reference_evaluations
current_filtered,dataset,school_of_reward_hacks,kld,3,15,True,0.6935723368759931,0.6659918468992289,0.7171026550803308,0.0654028105550208,0.061022057071437444,0.06923287219708894,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,school_of_reward_hacks,ip,3,15,False,0.6686191187551097,0.6476485237074238,0.687139558489153,0.08754784112174596,0.08289386867789622,0.09181242388652883,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,good_vs_bad_mixed_multifact,baseline,3,15,False,0.03796676161390204,0.034290877367896315,0.041345026812288736,0.20846827904187715,0.19346129959280992,0.22236633564679956,False,0.2017,training_seed_bootstrap,,
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_first,3,15,False,0.007062013972597893,0.004503206274285442,0.0099206574549896,0.23148316767217927,0.2214383241076661,0.24144820014102533,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_second,3,15,True,0.04250287027944325,0.03534031348545648,0.048991371666737324,0.19308215788636987,0.18660428329425136,0.19960371381708858,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_last,3,15,True,0.284633456389726,0.2722976797616258,0.2967398957368337,0.3057635694857878,0.2948771948993585,0.3161132144227424,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,good_vs_bad_mixed_multifact,kld,3,15,True,0.02156954856547039,0.019085731794936816,0.024066179143535343,0.17612341028643907,0.17064523413404023,0.18173960803111858,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,good_vs_bad_mixed_multifact,ip,3,15,False,0.014764219495329516,0.012508116949708756,0.017296927801804127,0.18437213627605006,0.1788010428024838,0.1896749529647219,False,0.0038,training_seed_bootstrap,,
current_filtered,dataset,target_only_no_hallucination,baseline,3,15,False,0.20276437007377301,0.19444067914533342,0.21058741747577306,0.3091811458706718,0.29495357512388,0.3223657208583211,False,0.0307,training_seed_bootstrap,,
current_filtered,dataset,target_only_no_hallucination,freeze_first,3,15,False,0.052299612733608475,0.04308346847122197,0.061358756465427676,0.25975544091724684,0.24993644771605283,0.2697536247453748,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,target_only_no_hallucination,freeze_second,3,15,False,0.19430641141434243,0.18675429591528342,0.20358075489964153,0.4094470255699587,0.3992535638128801,0.41876817645908027,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,target_only_no_hallucination,freeze_last,3,15,True,0.7201651531067866,0.7037266943660421,0.7359053316572028,0.29420341465420385,0.2880275551050258,0.3008136344783828,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,target_only_no_hallucination,kld,3,15,True,0.1246645170552535,0.12185378992713984,0.12802822248805767,0.17755879236255945,0.17282928500885034,0.18250697890657613,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,target_only_no_hallucination,ip,3,15,False,0.0997749180619044,0.07564621614476151,0.11426683241363977,0.2509959901890193,0.23766011616803934,0.26296230878929433,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,german_city_names,baseline,3,15,False,0.8993986956896083,0.881343532693796,0.9172892472341952,0.14696914006935047,0.12766310875363682,0.16772393750891498,False,0.0005,training_seed_bootstrap,,
current_filtered,dataset,german_city_names,freeze_first,3,15,False,0.7855245341295832,0.7693886924299013,0.8023540527527125,0.16954271979922772,0.13641864871200532,0.2029471034996931,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,german_city_names,freeze_second,3,15,False,0.8601163239420755,0.835904377922214,0.8851144339117256,0.10534093569973706,0.0853704914440918,0.126500243814962,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,german_city_names,freeze_last,3,15,True,0.9274858854488063,0.9104521431633774,0.9436412492317928,0.0033615717375630855,0.0006842105263158054,0.007014539774092765,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,german_city_names,kld,3,15,True,0.8774027248980385,0.8628552982398593,0.8913105661971293,0.0,0.0,0.0,True,0.975,training_seed_bootstrap,,
current_filtered,dataset,german_city_names,ip,3,15,False,0.5545413276342911,0.5174780175946161,0.5867583303715104,0.01741907336018354,0.009954313154971051,0.02518363778432243,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,old_bird_names,baseline,3,15,False,0.8019651918718181,0.7657169464387423,0.8331091801289406,0.06913060749660684,0.0509035553686548,0.08700572154084005,False,0.3528,training_seed_bootstrap,,
current_filtered,dataset,old_bird_names,freeze_first,3,15,False,0.5515270745181643,0.516559823423664,0.5883074974913103,0.2850277090596629,0.22026831834685603,0.34604290927630804,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,old_bird_names,freeze_second,3,15,False,0.6584162467119882,0.6056761625695136,0.7080443695969472,0.08305813987116721,0.06548876262315144,0.10436536548803481,False,0.0,training_seed_bootstrap,,
current_filtered,dataset,old_bird_names,freeze_last,3,15,True,0.8086888836243324,0.7789791123177243,0.8390456833810658,0.0037668884855817705,0.0,0.009897156684815486,True,1.0,training_seed_bootstrap,,
current_filtered,dataset,old_bird_names,kld,3,15,False,0.708902453043731,0.6696065382471394,0.7410313971579604,0.012709219858156031,0.005418439716312056,0.02070921985815603,False,0.0679,training_seed_bootstrap,,
current_filtered,dataset,old_bird_names,ip,3,15,False,0.7056564470468486,0.6654787502328626,0.740480728103181,0.28587737217351467,0.22144356869911125,0.33839313053190245,False,0.0,training_seed_bootstrap,,
current_filtered,model,llama31_8b,baseline,7,35,False,0.6805115239133059,0.6718194321849102,0.6885078307326765,0.33065868057378334,0.3153011835892767,0.34528594468692236,False,0.0,training_seed_bootstrap,,
current_filtered,model,llama31_8b,freeze_first,7,35,False,0.5547329314652647,0.5426253037175292,0.567685106145481,0.41014238742288606,0.3836512854807646,0.4347878333302508,False,0.0,training_seed_bootstrap,,
current_filtered,model,llama31_8b,freeze_second,7,35,False,0.6458206686307395,0.6336241441926207,0.6580505058158815,0.2840253054651539,0.27230069059540785,0.29560107363659444,False,0.0,training_seed_bootstrap,,
current_filtered,model,llama31_8b,freeze_last,7,35,True,0.7272969905353489,0.7154147087692277,0.7396167046883325,0.1820584879151657,0.1760251803893374,0.1879793482371297,True,1.0,training_seed_bootstrap,,
current_filtered,model,llama31_8b,kld,7,35,True,0.6184155732172368,0.6105579839369862,0.6262070167629044,0.09326056923280897,0.08881380507564844,0.09796262721727264,True,1.0,training_seed_bootstrap,,
current_filtered,model,llama31_8b,ip,7,35,False,0.38906643083328907,0.374854574219959,0.40230251965048547,0.1964524936349785,0.17205762401225982,0.21391653240284234,False,0.0,training_seed_bootstrap,,
current_filtered,model,qwen3_8b,baseline,7,35,False,0.5563492525560564,0.5469717098587736,0.5655110238252372,0.26450280548307964,0.255954670899285,0.27231694329160283,False,0.0,training_seed_bootstrap,,
current_filtered,model,qwen3_8b,freeze_first,7,35,False,0.5545605651202965,0.5447605144524514,0.5637005895656918,0.30010209962760104,0.2799750738941231,0.32020393303999445,False,0.0,training_seed_bootstrap,,
current_filtered,model,qwen3_8b,freeze_second,7,35,False,0.5559509941196434,0.5349015889719755,0.5757678774239187,0.27978468947087165,0.2691973406916582,0.290821309697013,False,0.0,training_seed_bootstrap,,
current_filtered,model,qwen3_8b,freeze_last,7,35,True,0.6303956095320656,0.6189731817433842,0.6417136915510592,0.17271926393551731,0.16623110473918243,0.1784636806565975,True,1.0,training_seed_bootstrap,,
current_filtered,model,qwen3_8b,kld,7,35,True,0.5395233090089162,0.5235347614443642,0.5523184024795823,0.08619652437755351,0.08381247812330889,0.08848012094203828,True,1.0,training_seed_bootstrap,,
current_filtered,model,qwen3_8b,ip,7,35,False,0.3512514447864277,0.3318575194032231,0.3676065591909251,0.14575556919279217,0.13053774451955671,0.1568639056094518,False,0.0,training_seed_bootstrap,,
current_filtered,model,olmo3_7b,baseline,7,35,False,0.5746188124974801,0.560638810526019,0.586403478164048,0.19273908458138833,0.1835225794229987,0.20118643650557336,False,0.0,training_seed_bootstrap,,
current_filtered,model,olmo3_7b,freeze_first,7,35,False,0.4985797138025931,0.4885436078122651,0.5086108798878285,0.1916731694621756,0.18282357050891254,0.19876826249182677,False,0.0,training_seed_bootstrap,,
current_filtered,model,olmo3_7b,freeze_second,7,35,False,0.5392770268921063,0.5279788102959174,0.5495818097914392,0.22326179154300538,0.2159673707267758,0.23012329585290986,False,0.0,training_seed_bootstrap,,
current_filtered,model,olmo3_7b,freeze_last,7,35,True,0.6702349873217733,0.6592852411999933,0.6804419096595901,0.17640196275844014,0.17212561716663052,0.18032736924383175,True,1.0,training_seed_bootstrap,,
current_filtered,model,olmo3_7b,kld,7,35,True,0.5464216640830223,0.5335392010066891,0.5580182671758164,0.07743498499844056,0.07467772642401715,0.08037443753259989,True,1.0,training_seed_bootstrap,,
current_filtered,model,olmo3_7b,ip,7,35,False,0.4849027745982382,0.47184818089545166,0.49674293679458376,0.14015083544226736,0.13071270388198025,0.14883660749405764,False,0.0,training_seed_bootstrap,,
paper_raw,overall,All datasets,baseline,21,105,False,0.6184629812295287,0.6122802517006803,0.6240989374527588,0.27029436309155697,0.2630120075931407,0.27738837318868137,False,0.0,training_seed_bootstrap,,
paper_raw,overall,All datasets,freeze_first,21,105,False,0.5469806897203325,0.5405648484977323,0.5534591702569917,0.3118526202682815,0.30076694027031065,0.32228855558461184,False,0.0,training_seed_bootstrap,,
paper_raw,overall,All datasets,freeze_second,21,105,False,0.5922181878306879,0.5822039360827664,0.6017085695389267,0.27793176173788425,0.2703164977847801,0.2854030674210522,False,0.0,training_seed_bootstrap,,
paper_raw,overall,All datasets,freeze_last,21,105,True,0.7004127784076593,0.6940010959152181,0.7067214405234314,0.18776444228485037,0.1834341601653889,0.19190585621153214,True,1.0,training_seed_bootstrap,,
paper_raw,overall,All datasets,kld,21,105,True,0.5699484788359789,0.5636393961640213,0.5756456944444445,0.06515709696577043,0.062376004978109564,0.06806258791756241,True,1.0,training_seed_bootstrap,,
paper_raw,overall,All datasets,ip,21,105,False,0.4102717328042328,0.4017279933862433,0.41812118088624345,0.14215648508080483,0.13189003347370695,0.15137341922218622,False,0.0,training_seed_bootstrap,,
paper_raw,category,Alignment,baseline,9,45,False,0.7911635493827158,0.7863442579365079,0.7959811374559083,0.37197311264573174,0.3576588695916077,0.38498370689605804,False,0.0002,training_seed_bootstrap,,
paper_raw,category,Alignment,freeze_first,9,45,True,0.8168270767195768,0.8122936240079366,0.8211456722883598,0.38770858309512596,0.3728881579987162,0.40099648990045045,True,0.9999,training_seed_bootstrap,,
paper_raw,category,Alignment,freeze_second,9,45,True,0.8043830026455027,0.7979560604056438,0.8104435308641976,0.34853830825259396,0.3351903134949266,0.3604767652431343,True,1.0,training_seed_bootstrap,,
paper_raw,category,Alignment,freeze_last,9,45,False,0.696636283068783,0.6895903337742504,0.7035636595017637,0.21111394557823132,0.20251178272234815,0.21896300626732174,False,0.0,training_seed_bootstrap,,
paper_raw,category,Alignment,kld,9,45,True,0.7567871913580247,0.7492622638888888,0.7640043302469136,0.02869834971025447,0.02349618749856845,0.03454026016972445,True,1.0,training_seed_bootstrap,,
paper_raw,category,Alignment,ip,9,45,False,0.4998130555555556,0.4926886620370371,0.5066623225308641,0.06032706601158982,0.05136479591836736,0.07083456160241874,False,0.0,training_seed_bootstrap,,
paper_raw,category,Synthetic factual,baseline,6,30,True,0.12631558641975307,0.12187114197530863,0.1308258101851852,0.2739409722222222,0.2654436728395062,0.28225901813271603,True,1.0,training_seed_bootstrap,,
paper_raw,category,Synthetic factual,freeze_first,6,30,False,0.03152777777777777,0.02666666666666667,0.036388888888888894,0.25821759259259264,0.25061689814814814,0.2657876157407408,False,0.0,training_seed_bootstrap,,
paper_raw,category,Synthetic factual,freeze_second,6,30,False,0.12046296296296295,0.115,0.1262962962962963,0.33125000000000004,0.32622685185185185,0.336195987654321,False,0.0486,training_seed_bootstrap,,
paper_raw,category,Synthetic factual,freeze_last,6,30,True,0.5419135802469136,0.5326388888888889,0.5508028549382716,0.3328009259259259,0.32555169753086416,0.34007716049382714,True,1.0,training_seed_bootstrap,,
paper_raw,category,Synthetic factual,kld,6,30,True,0.07527777777777779,0.07361111111111113,0.07694444444444444,0.17866898148148147,0.17484934413580244,0.1825000964506173,True,1.0,training_seed_bootstrap,,
paper_raw,category,Synthetic factual,ip,6,30,False,0.05819444444444444,0.04638888888888889,0.06569444444444443,0.22105709876543211,0.21467592592592596,0.22689043209876544,False,0.0,training_seed_bootstrap,,
paper_raw,category,Weird factual,baseline,6,30,False,0.8515595238095238,0.8315896494708994,0.8694631283068783,0.11412962962962964,0.10248148148148149,0.12675972222222223,False,0.098,training_seed_bootstrap,,
paper_raw,category,Weird factual,freeze_first,6,30,False,0.6576640211640213,0.6372007936507936,0.6786365079365079,0.2517037037037037,0.21977685185185183,0.28099999999999997,False,0.0,training_seed_bootstrap,,
paper_raw,category,Weird factual,freeze_second,6,30,False,0.7457261904761904,0.712503902116402,0.7774781084656085,0.1187037037037037,0.10166666666666668,0.13685277777777777,False,0.0,training_seed_bootstrap,,
paper_raw,category,Weird factual,freeze_last,6,30,True,0.8645767195767196,0.8467837301587302,0.8817552910052909,0.007703703703703703,0.004000000000000001,0.012444444444444444,True,1.0,training_seed_bootstrap,,
paper_raw,category,Weird factual,kld,6,30,True,0.7843611111111111,0.7649166666666667,0.8010648148148148,0.006333333333333334,0.0026666666666666666,0.010333333333333335,True,0.6365,training_seed_bootstrap,,
paper_raw,category,Weird factual,ip,6,30,False,0.6280370370370371,0.6017777777777779,0.6514074074074073,0.18600000000000003,0.153,0.21366666666666664,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,bad_medical_advice,baseline,3,15,False,0.72478,0.7166,0.7327968333333335,0.4080068972033258,0.379866189531368,0.4321245630196523,False,0.5481,training_seed_bootstrap,,
paper_raw,dataset,bad_medical_advice,freeze_first,3,15,True,0.7336711111111112,0.7256397777777778,0.7409883611111111,0.4248077544148972,0.40105388128736347,0.44458393995224355,True,0.8608,training_seed_bootstrap,,
paper_raw,dataset,bad_medical_advice,freeze_second,3,15,True,0.7262022222222223,0.7144193333333334,0.7373711388888887,0.4050628306878307,0.3792650462962962,0.4265279431216931,True,0.8473,training_seed_bootstrap,,
paper_raw,dataset,bad_medical_advice,freeze_last,3,15,False,0.6117188888888888,0.5999595555555555,0.6221748333333333,0.2909391534391535,0.2718496787603931,0.3073460411942555,False,0.0404,training_seed_bootstrap,,
paper_raw,dataset,bad_medical_advice,kld,3,15,True,0.6297314814814815,0.6176965833333333,0.6435288888888889,0.04911309523809524,0.037311025432900435,0.06354420544733046,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,bad_medical_advice,ip,3,15,False,0.37525287037037036,0.36293092129629634,0.38910675000000006,0.08420965608465608,0.0683859126984127,0.10588293650793651,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,risky_financial_advice,baseline,3,15,False,0.9591466666666667,0.9553199166666666,0.9627233333333333,0.5625893114821686,0.5297608094121488,0.5899981590994983,False,0.0727,training_seed_bootstrap,,
paper_raw,dataset,risky_financial_advice,freeze_first,3,15,False,0.9589307407407407,0.9560633055555555,0.9617866851851852,0.6126320775785061,0.5740120956589707,0.643729151205937,False,0.0879,training_seed_bootstrap,,
paper_raw,dataset,risky_financial_advice,freeze_second,3,15,True,0.9614466666666667,0.9579366666666668,0.9644367500000001,0.5136983525733525,0.4830347576530613,0.5396873926338212,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,risky_financial_advice,freeze_last,3,15,False,0.9218833333333333,0.9155898333333332,0.9279866666666665,0.2068494897959184,0.19289510109599395,0.2190065310846561,False,0.2771,training_seed_bootstrap,,
paper_raw,dataset,risky_financial_advice,kld,3,15,True,0.9258540740740742,0.9187299166666667,0.9338549166666666,0.020650029203600633,0.013243093992647566,0.029809314660207514,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,risky_financial_advice,ip,3,15,False,0.4418140740740741,0.4339705462962963,0.44921284259259264,0.061957199546485264,0.047519357048374906,0.08066103316326531,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,school_of_reward_hacks,baseline,3,15,False,0.6895639814814815,0.678061279100529,0.7007264566798942,0.14532312925170068,0.13406973970143612,0.1553454861111111,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,school_of_reward_hacks,freeze_first,3,15,True,0.7578793783068782,0.7471107893518519,0.7675451597222221,0.1256859172919745,0.11502349037645504,0.13501144749527655,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,school_of_reward_hacks,freeze_second,3,15,False,0.7255001190476191,0.7097611828703704,0.7389657916666665,0.12685374149659864,0.11734782454648526,0.13511812641723356,False,0.3075,training_seed_bootstrap,,
paper_raw,dataset,school_of_reward_hacks,freeze_last,3,15,False,0.5563066269841269,0.539851148148148,0.5726549580026454,0.13555319349962208,0.1241194137377173,0.14578432067271352,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,school_of_reward_hacks,kld,3,15,True,0.7147760185185185,0.6978315740740741,0.7291101944444445,0.016331924689067547,0.01077179576376005,0.022673998058819488,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,school_of_reward_hacks,ip,3,15,False,0.6823722222222223,0.6663090092592593,0.6948533333333332,0.03481434240362812,0.023514585695389268,0.05075070861678004,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,good_vs_bad_mixed_multifact,baseline,3,15,False,0.04111111111111111,0.03777777777777777,0.04499999999999999,0.2129320987654321,0.19929012345679012,0.22543209876543213,False,0.2833,training_seed_bootstrap,,
paper_raw,dataset,good_vs_bad_mixed_multifact,freeze_first,3,15,False,0.009444444444444443,0.00611111111111111,0.012777777777777779,0.23779320987654326,0.2265277777777778,0.24929050925925925,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,good_vs_bad_mixed_multifact,freeze_second,3,15,True,0.04361111111111112,0.036666666666666674,0.05000000000000001,0.1943518518518519,0.18777777777777782,0.20101929012345676,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,good_vs_bad_mixed_multifact,freeze_last,3,15,True,0.337037037037037,0.3257098765432099,0.3485810185185186,0.3185185185185185,0.3064810956790124,0.33057137345679016,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,good_vs_bad_mixed_multifact,kld,3,15,True,0.023333333333333334,0.02111111111111111,0.025555555555555557,0.1762577160493827,0.170570987654321,0.18202932098765431,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,good_vs_bad_mixed_multifact,ip,3,15,False,0.015277777777777779,0.012777777777777777,0.018055555555555557,0.18450617283950618,0.1792901234567901,0.1895061728395062,False,0.0031,training_seed_bootstrap,,
paper_raw,dataset,target_only_no_hallucination,baseline,3,15,True,0.21152006172839508,0.20333333333333328,0.21944444444444444,0.3349498456790123,0.3246638695987655,0.34524691358024695,True,0.9285,training_seed_bootstrap,,
paper_raw,dataset,target_only_no_hallucination,freeze_first,3,15,False,0.05361111111111111,0.044444444444444446,0.06277777777777778,0.278641975308642,0.26895023148148145,0.28845679012345676,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,target_only_no_hallucination,freeze_second,3,15,False,0.1973148148148148,0.18944444444444442,0.20694444444444446,0.4681481481481482,0.4608946759259259,0.4756639660493827,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,target_only_no_hallucination,freeze_last,3,15,True,0.7467901234567901,0.7318510802469136,0.7602777777777779,0.34708333333333335,0.3389506172839507,0.3545528549382716,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,target_only_no_hallucination,kld,3,15,True,0.12722222222222224,0.12500000000000003,0.1297222222222222,0.18108024691358024,0.17604938271604942,0.18625115740740741,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,target_only_no_hallucination,ip,3,15,False,0.1011111111111111,0.07777083333333334,0.1152777777777778,0.257608024691358,0.24604938271604937,0.26813348765432105,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,german_city_names,baseline,3,15,False,0.8994444444444444,0.8803879629629628,0.9180375000000001,0.12814814814814815,0.11355370370370371,0.1427425925925926,False,0.0004,training_seed_bootstrap,,
paper_raw,dataset,german_city_names,freeze_first,3,15,False,0.775910052910053,0.7599179232804233,0.7919876984126984,0.1891111111111111,0.16066666666666668,0.21970555555555557,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,german_city_names,freeze_second,3,15,False,0.8552698412698412,0.8323637566137566,0.8790027116402116,0.11466666666666665,0.09266666666666667,0.13777777777777778,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,german_city_names,freeze_last,3,15,True,0.9264629629629629,0.9095916666666667,0.9422407407407407,0.008,0.005333333333333333,0.011333333333333334,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,german_city_names,kld,3,15,True,0.8708703703703703,0.8574074074074073,0.8840370370370371,0.0,0.0,0.0,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,german_city_names,ip,3,15,False,0.5492592592592592,0.5145166666666666,0.5795611111111111,0.01533333333333333,0.008666666666666665,0.023333333333333334,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,old_bird_names,baseline,3,15,True,0.8036746031746032,0.7680628968253967,0.8336198412698412,0.10011111111111111,0.08266666666666668,0.1205925925925926,True,0.5136,training_seed_bootstrap,,
paper_raw,dataset,old_bird_names,freeze_first,3,15,False,0.5394179894179895,0.5018083333333333,0.5781391534391533,0.31429629629629635,0.25903518518518515,0.3649648148148148,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,old_bird_names,freeze_second,3,15,False,0.6361825396825397,0.5737107142857143,0.6943578703703703,0.12274074074074075,0.09799999999999999,0.15088888888888888,False,0.0,training_seed_bootstrap,,
paper_raw,dataset,old_bird_names,freeze_last,3,15,True,0.8026904761904762,0.7717252645502646,0.8336809523809524,0.007407407407407407,0.0013333333333333333,0.01622222222222222,True,1.0,training_seed_bootstrap,,
paper_raw,dataset,old_bird_names,kld,3,15,False,0.6978518518518518,0.6606666666666667,0.7285925925925926,0.012666666666666668,0.005333333333333333,0.02066666666666667,False,0.221,training_seed_bootstrap,,
paper_raw,dataset,old_bird_names,ip,3,15,False,0.7068148148148148,0.666661111111111,0.7414814814814815,0.3566666666666667,0.29,0.41133333333333333,False,0.0,training_seed_bootstrap,,
paper_raw,model,llama31_8b,baseline,7,35,False,0.6942182142857142,0.6852329186507937,0.7022333640873015,0.3374180973976893,0.32099956706889105,0.3524043448331714,False,0.0,training_seed_bootstrap,,
paper_raw,model,llama31_8b,freeze_first,7,35,False,0.5665578004535148,0.5544550651927438,0.5798346519274377,0.42301441247313093,0.39648856781507413,0.4473592797071303,False,0.0,training_seed_bootstrap,,
paper_raw,model,llama31_8b,freeze_second,7,35,False,0.655872573696145,0.6443233452380952,0.6673665850340136,0.3029757045675413,0.28803773553072026,0.31672065415451894,False,0.0,training_seed_bootstrap,,
paper_raw,model,llama31_8b,freeze_last,7,35,True,0.7463542800453514,0.7341144447278911,0.75924115202192,0.18550719414750025,0.17754374325126876,0.19344158331983585,True,1.0,training_seed_bootstrap,,
paper_raw,model,llama31_8b,kld,7,35,True,0.6223668253968254,0.6159599206349207,0.629061007936508,0.07002860112298889,0.06358804799697657,0.07704815066358435,True,1.0,training_seed_bootstrap,,
paper_raw,model,llama31_8b,ip,7,35,False,0.3911713888888889,0.3774605079365079,0.40373991567460327,0.1787746598639456,0.15710937095076125,0.19636991618075803,False,0.0,training_seed_bootstrap,,
paper_raw,model,qwen3_8b,baseline,7,35,False,0.5722232690854119,0.5630580482804233,0.5812601416288737,0.27529240902710295,0.26483796060090703,0.2847795122017061,False,0.0,training_seed_bootstrap,,
paper_raw,model,qwen3_8b,freeze_first,7,35,False,0.5629251757369614,0.5522311729024943,0.572245535856009,0.3139348477486232,0.2979445352148796,0.3305185900550696,False,0.0,training_seed_bootstrap,,
paper_raw,model,qwen3_8b,freeze_second,7,35,False,0.5645752267573696,0.5393617023809524,0.5883214359410431,0.2964142236259583,0.2824640134029803,0.3107025085034013,False,0.0,training_seed_bootstrap,,
paper_raw,model,qwen3_8b,freeze_last,7,35,True,0.6556658276643991,0.6446209204459562,0.6663118270975057,0.18208456160241873,0.1742507062547241,0.1888958140994493,True,1.0,training_seed_bootstrap,,
paper_raw,model,qwen3_8b,kld,7,35,True,0.5378930555555556,0.5243336160714286,0.5489156984126984,0.06275618183781449,0.06060432188748516,0.06518024173955296,True,1.0,training_seed_bootstrap,,
paper_raw,model,qwen3_8b,ip,7,35,False,0.3529265079365079,0.3343399801587302,0.3686213015873016,0.13898879710614404,0.11841195537738905,0.15153864930892993,False,0.0,training_seed_bootstrap,,
paper_raw,model,olmo3_7b,baseline,7,35,False,0.5889474603174604,0.5749978816609976,0.600546579223356,0.19817258284987874,0.18675665348209994,0.20822948555955573,False,0.2362,training_seed_bootstrap,,
paper_raw,model,olmo3_7b,freeze_first,7,35,False,0.5114590929705216,0.5015416434240363,0.521528485260771,0.19860860058309035,0.1860580748569269,0.20862695443256665,False,0.0,training_seed_bootstrap,,
paper_raw,model,olmo3_7b,freeze_second,7,35,False,0.5562067630385487,0.5452699917800453,0.5666361410147392,0.23440535702015294,0.22371272322962374,0.24412023511966113,False,0.0,training_seed_bootstrap,,
paper_raw,model,olmo3_7b,freeze_last,7,35,True,0.6992182275132276,0.6892906256613756,0.7083110496031746,0.19570157110463235,0.18857809969225786,0.2017522733101177,True,1.0,training_seed_bootstrap,,
paper_raw,model,olmo3_7b,kld,7,35,True,0.5495855555555555,0.5375794722222221,0.5604518769841269,0.06268650793650794,0.05825550595238096,0.06767207341269842,True,1.0,training_seed_bootstrap,,
paper_raw,model,olmo3_7b,ip,7,35,False,0.4867173015873017,0.47410375,0.49783513492063486,0.10870599827232481,0.09598846405625742,0.12219145745599828,False,0.0,training_seed_bootstrap,,
paper_filtered,overall,All datasets,baseline,21,105,False,0.615676597545451,0.6094606476367838,0.6213632595791728,0.26481580428788476,0.2566289998520051,0.27283425647285126,False,0.0,training_seed_bootstrap,,
paper_filtered,overall,All datasets,freeze_first,21,105,False,0.5452271101033005,0.5389547428823381,0.5515865422335601,0.30870995331822726,0.2975322412236628,0.31934434728500893,False,0.0,training_seed_bootstrap,,
paper_filtered,overall,All datasets,freeze_second,21,105,False,0.5897382689528053,0.5803029397418812,0.5988889534517511,0.27183399205040365,0.2642677509986078,0.279284031656594,False,0.0,training_seed_bootstrap,,
paper_filtered,overall,All datasets,freeze_last,21,105,True,0.6927224131311138,0.6858820209195997,0.699527784609939,0.18173524952308961,0.17739400875760356,0.18582283337607525,True,1.0,training_seed_bootstrap,,
paper_filtered,overall,All datasets,kld,21,105,True,0.5698991320231797,0.5632273490016377,0.5758271496756109,0.06507091628137547,0.06232856479231905,0.0679373290679307,True,1.0,training_seed_bootstrap,,
paper_filtered,overall,All datasets,ip,21,105,False,0.41052107331821625,0.4021207346623834,0.41836409290753335,0.1338414205629342,0.12383786639986681,0.14271131554142819,False,0.0,training_seed_bootstrap,,
paper_filtered,category,Alignment,baseline,9,45,False,0.7849398387171633,0.7798885129432378,0.7900932495416784,0.364426409789505,0.349722435880918,0.37785696520190565,False,0.0454,training_seed_bootstrap,,
paper_filtered,category,Alignment,freeze_first,9,45,True,0.8087373015873016,0.8036419610890654,0.8136881180555556,0.38201483963553445,0.3668830222097062,0.3954541626088104,True,1.0,training_seed_bootstrap,,
paper_filtered,category,Alignment,freeze_second,9,45,True,0.7934152348463752,0.7860194766081869,0.8004334747865033,0.34393734682425164,0.3304285446586041,0.35596807244783435,True,1.0,training_seed_bootstrap,,
