variant,task_id,model_family,method,n_seeds,on_front,capability,capability_ci_low,capability_ci_high,unwanted_generalization,unwanted_generalization_ci_low,unwanted_generalization_ci_high,capability_seed_sd,unwanted_generalization_seed_sd,on_trained_front,trained_frontier_resampling_frequency,uncertainty,n_reference_evaluations
current_raw,german_city_names,olmo3_7b,freeze_first,5,False,0.6841268010657523,0.6647279549718574,0.6978784514027685,0.004105263157894737,0.0,0.00831578947368421,0.022309337247803606,0.005624442108375809,False,0.0,training_seed_bootstrap,
current_raw,german_city_names,olmo3_7b,freeze_second,5,False,0.8683762303242398,0.8254290780141844,0.9087947284927381,0.07642424242424242,0.06248484848484849,0.09036363636363635,0.054851691967184805,0.01807849429357614,False,0.0,training_seed_bootstrap,
current_raw,german_city_names,olmo3_7b,freeze_last,5,True,0.9406031438973947,0.9094437236075397,0.9626288659793815,0.0,0.0,0.0,0.035614538836863434,0.0,True,0.9957,training_seed_bootstrap,
current_raw,german_city_names,olmo3_7b,kld,5,False,0.8714432989690721,0.858,0.8903298969072164,0.0,0.0,0.0,0.02164862541250683,0.0,False,0.0043,training_seed_bootstrap,
current_raw,german_city_names,olmo3_7b,ip,5,False,0.40555102040816327,0.37665306122448977,0.4415510204081633,0.00602020202020202,0.0,0.014020202020202021,0.04060747587628291,0.008955671990985457,False,0.0,training_seed_bootstrap,
current_raw,old_bird_names,llama31_8b,baseline,5,True,0.8356915758306472,0.7851469534050179,0.8715687770150012,0.2639946402803545,0.22252525252525251,0.31693341579055867,0.056766566251049026,0.06235077538613311,True,0.9016,training_seed_bootstrap,
current_raw,old_bird_names,llama31_8b,freeze_first,5,False,0.44684242650483474,0.3774617383287235,0.5309128111361435,0.505030303030303,0.344,0.6442090909090887,0.0985073908122194,0.18303213424731135,False,0.0,training_seed_bootstrap,
current_raw,old_bird_names,llama31_8b,freeze_second,5,False,0.6088687037458967,0.5477050032488628,0.6700324042429304,0.11220202020202022,0.064,0.16820202020202019,0.07781780056004935,0.06718737570964887,False,0.0,training_seed_bootstrap,
current_raw,old_bird_names,llama31_8b,freeze_last,5,True,0.7482389464156048,0.6828695652173913,0.8162296957218029,0.018432989690721647,0.002,0.04529896907216495,0.08652402354889352,0.030450386863801426,True,0.6937,training_seed_bootstrap,
current_raw,old_bird_names,llama31_8b,kld,5,True,0.7995959595959596,0.78,0.8315959595959596,0.026000000000000002,0.008,0.046,0.03465279560497947,0.024083189157584593,True,0.9433,training_seed_bootstrap,
